bsi11s8g01081,.,tsi13s22g00149,tsi13s1g00744,,tsi13s1g00497,atr42s3g02091
bsi11s1g02021,.,tsi13s5g00503,tsi13s14g01076,.,tsi13s15g00537,atr42s8g00702
bsi11s1g02026,bsi11s3g00540,tsi13s5g00509,tsi13s14g01073,tsi13s6g00507,tsi13s15g00544,atr42s8g00636
.,bsi11s3g00534,tsi13s5g00513,.,tsi13s6g00504,tsi13s15g00545,atr42s8g00589
.,bsi11s3g00532,tsi13s5g00514,tsi13s14g01067,tsi13s6g00502,tsi13s15g00546,atr42s8g00592
.,bsi11s3g00526,tsi13s5g00516,tsi13s14g01066,tsi13s6g00499,.,atr42s8g00599
bsi11s1g02041,.,tsi13s5g00517,.,tsi13s6g00498,tsi13s15g00554,atr42s8g00600
bsi11s1g02046,bsi11s3g00519,tsi13s5g00523,.,tsi13s6g00485,.,atr42s8g00578
.,bsi11s3g00485,tsi13s5g00570,.,tsi13s6g00479,.,atr42s8g00539
.,bsi11s3g00483,tsi13s5g00571,.,.,tsi13s15g00574,atr42s8g00536
bsi11s1g02088,bsi11s3g00477,tsi13s5g00580,.,tsi13s6g00471,.,atr42s8g00527
bsi11s1g02094,bsi11s3g00473,tsi13s5g00585,tsi13s14g01031,.,tsi13s15g00577,atr42s8g00503
bsi11s1g02095,.,tsi13s5g00586,.,tsi13s6g00466,.,atr42s8g00500
bsi11s1g02097,bsi11s3g00467,tsi13s5g00588,tsi13s14g01030,tsi13s6g00457,tsi13s15g00580,atr42s8g00481
.,bsi11s3g00465,tsi13s5g00590,.,tsi13s6g00456,.,atr42s8g00479
bsi11s1g02101,.,tsi13s5g00593,tsi13s14g01026,.,tsi13s15g00583,atr42s8g00462
bsi11s1g02102,bsi11s3g00463,tsi13s5g00594,tsi13s14g01025,tsi13s6g00454,.,atr42s8g00461
bsi11s1g02103,bsi11s3g00462,tsi13s5g00595,tsi13s14g01023,tsi13s6g00453,.,atr42s8g00459
bsi11s1g02104,bsi11s3g00461,tsi13s5g00597,tsi13s14g01022,tsi13s6g00452,tsi13s15g00584,atr42s8g00458
.,bsi11s3g00458,tsi13s5g00600,tsi13s14g01017,tsi13s6g00447,tsi13s15g00588,atr42s8g00444
.,bsi11s3g00453,tsi13s5g00602,.,tsi13s6g00445,tsi13s15g00592,atr42s8g00441
bsi11s1g02114,bsi11s3g00444,tsi13s5g00610,.,tsi13s6g00435,tsi13s15g00595,atr42s8g00412
bsi11s1g02116,bsi11s3g00442,tsi13s5g00612,tsi13s14g01003,tsi13s6g00434,tsi13s15g00596,atr42s8g00406
bsi11s1g02119,bsi11s3g00439,tsi13s5g00613,tsi13s14g01002,tsi13s6g00431,.,atr42s8g00403
bsi11s1g02120,bsi11s3g00437,tsi13s5g00614,tsi13s14g01001,tsi13s6g00424,tsi13s15g00599,atr42s8g00398
.,bsi11s3g00434,tsi13s5g00616,.,.,tsi13s15g00600,atr42s8g00393
.,bsi11s3g00432,tsi13s5g00617,tsi13s14g00998,tsi13s6g00420,.,atr42s8g00391
.,bsi11s3g00429,tsi13s5g00619,.,tsi13s6g00417,.,atr42s8g00387
.,bsi11s3g00427,tsi13s5g00621,tsi13s14g00996,tsi13s6g00416,.,atr42s8g00385
.,bsi11s3g00425,tsi13s5g00622,.,tsi13s6g00412,.,atr42s8g00384
bsi11s1g02124,bsi11s3g00410,tsi13s5g00631,.,.,tsi13s15g00602,atr42s8g00369
.,bsi11s3g00405,tsi13s5g00637,tsi13s14g00988,tsi13s6g00406,tsi13s15g00604,atr42s8g00360
bsi11s1g02129,bsi11s3g00404,tsi13s5g00639,.,tsi13s6g00404,.,atr42s8g00356
bsi11s1g02132,bsi11s3g00400,tsi13s5g00642,.,tsi13s6g00400,tsi13s15g00608,atr42s8g00352
.,bsi11s3g00390,tsi13s5g00645,.,tsi13s6g00395,.,atr42s8g00351
bsi11s1g02135,bsi11s3g00384,tsi13s5g00646,tsi13s14g00986,tsi13s6g00390,.,atr42s8g00331
bsi11s1g02139,bsi11s3g00375,tsi13s5g00650,tsi13s14g00981,tsi13s6g00350,.,atr42s8g00322
bsi11s1g02158,.,tsi13s5g00655,.,tsi13s6g00358,.,atr42s8g00298
bsi11s1g02162,.,tsi13s5g00666,.,tsi13s6g00366,.,atr42s8g00273
bsi11s1g02176,bsi11s3g00363,tsi13s5g00684,tsi13s12g00140,tsi13s6g00381,.,atr42s8g00253
bsi11s1g02180,bsi11s3g00361,tsi13s5g00688,tsi13s14g00939,tsi13s6g00385,.,atr42s8g00248
bsi11s1g02182,.,tsi13s5g00691,tsi13s14g00938,tsi13s6g00388,tsi13s15g00646,atr42s8g00235
,bsi11s3g00357,tsi13s5g00696,.,tsi13s6g00344,tsi13s15g00656,atr42s8g00233
,bsi11s3g00355,tsi13s5g00701,tsi13s14g00934,tsi13s6g00342,tsi13s15g00657,atr42s8g00226
,bsi11s3g00354,tsi13s5g00702,tsi13s12g00127,tsi13s6g00341,tsi13s15g00658,atr42s8g00225
bsi11s1g01850,.,tsi13s5g00705,.,tsi13s6g00681,tsi13s15g00398,atr42s8g00979
bsi11s1g01844,bsi11s3g00716,tsi13s5g00711,tsi13s12g00088,tsi13s6g00683,tsi13s15g00396,atr42s8g00954
bsi11s1g01833,bsi11s3g00728,tsi13s5g00726,.,.,tsi13s15g00376,atr42s7g00018
.,bsi11s3g00731,tsi13s5g00728,tsi13s14g00918,tsi13s6g00695,.,atr42s7g00023
bsi11s1g01829,bsi11s3g00732,tsi13s5g00729,tsi13s14g00917,tsi13s6g00696,.,atr42s7g00024
.,bsi11s3g00735,tsi13s5g00731,.,tsi13s6g00697,.,atr42s7g00026
bsi11s1g01712,bsi11s3g00865,tsi13s5g00799,tsi13s14g00842,tsi13s6g00796,.,atr42s7g00820
.,bsi11s3g00866,tsi13s5g00800,tsi13s14g00840,.,tsi13s15g00303,atr42s7g00805
bsi11s1g01700,bsi11s3g00878,tsi13s5g00805,.,.,tsi13s15g00300,atr42s7g00784
bsi11s1g01696,bsi11s3g00880,tsi13s5g00808,tsi13s14g00837,tsi13s6g00802,.,atr42s7g00750
bsi11s1g01695,bsi11s3g00885,tsi13s5g00810,tsi13s14g00833,tsi13s6g00806,tsi13s15g00293,atr42s7g00742
bsi11s1g01689,bsi11s3g00886,tsi13s5g00812,tsi13s14g00831,tsi13s6g00809,.,atr42s7g01440
bsi11s1g01682,bsi11s3g00887,tsi13s5g00813,tsi13s14g00830,tsi13s6g00810,.,atr42s7g01439
bsi11s1g01663,bsi11s3g00903,tsi13s5g00824,.,tsi13s6g00835,.,atr42s7g01404
bsi11s1g01662,bsi11s3g00905,tsi13s5g00825,tsi13s14g00822,.,tsi13s15g00282,atr42s7g01398
bsi11s1g01661,bsi11s3g00907,tsi13s5g00826,.,tsi13s6g00837,tsi13s15g00281,atr42s7g01397
bsi11s1g01659,.,tsi13s5g00829,.,tsi13s6g00839,tsi13s15g00279,atr42s7g01395
bsi11s1g01642,.,tsi13s5g00851,.,tsi13s6g00854,.,atr42s3g02538
.,bsi11s3g00933,tsi13s5g00852,.,.,tsi13s15g00271,atr42s3g02535
bsi11s1g01610,.,tsi13s5g00868,.,tsi13s6g00867,tsi13s15g00258,atr42s11g00005
bsi11s1g01607,bsi11s3g00949,tsi13s5g00870,tsi13s14g00798,.,tsi13s15g00256,atr42s11g00010
bsi11s1g01604,bsi11s3g00954,tsi13s5g00872,tsi13s14g00797,tsi13s6g00871,tsi13s15g00254,atr42s11g00021
bsi11s1g01598,.,tsi13s5g00877,.,.,tsi13s15g00252,atr42s11g00031
.,bsi11s3g00957,tsi13s5g00879,.,tsi13s6g00874,.,atr42s11g00039
bsi11s1g01592,.,tsi13s5g00883,tsi13s14g00790,tsi13s6g00877,.,atr42s11g00046
bsi11s1g01587,bsi11s3g00967,tsi13s5g00889,tsi13s14g00787,tsi13s6g00885,.,atr42s11g00052
bsi11s1g01584,bsi11s3g00971,tsi13s5g00891,tsi13s14g00785,tsi13s6g00890,.,atr42s11g00074
bsi11s1g01583,bsi11s3g00975,tsi13s5g00892,tsi13s14g00784,.,tsi13s15g00231,atr42s11g00075
bsi11s1g01572,bsi11s3g00988,tsi13s5g00903,tsi13s14g00777,tsi13s6g00908,tsi13s15g00222,atr42s11g00110
bsi11s1g01571,bsi11s3g00989,tsi13s5g00904,tsi13s14g00776,tsi13s6g00909,tsi13s15g00221,atr42s11g00111
.,bsi11s3g00990,tsi13s5g00905,tsi13s14g00771,.,tsi13s15g00220,atr42s11g00112
.,bsi11s3g00994,tsi13s5g00909,.,.,tsi13s15g00218,atr42s11g00119
bsi11s1g01541,.,tsi13s5g00917,tsi13s14g00753,tsi13s6g00921,tsi13s15g00205,atr42s9g02494
bsi11s1g01516,.,tsi13s5g00927,.,tsi13s6g00933,tsi13s15g00198,atr42s9g02516
bsi11s1g01513,bsi11s3g01018,tsi13s5g00928,tsi13s14g00720,tsi13s6g00937,tsi13s15g00195,atr42s9g02535
bsi11s1g01493,.,tsi13s5g00934,.,tsi13s6g00946,.,atr42s11g00197
bsi11s1g01486,bsi11s3g01025,tsi13s5g00938,.,tsi13s6g00956,tsi13s15g00183,atr42s11g00202
bsi11s1g01468,.,tsi13s5g00951,.,tsi13s6g00961,tsi13s15g00176,atr42s11g00680
bsi11s1g01464,bsi11s3g01036,tsi13s5g00954,.,tsi13s6g00966,tsi13s15g00173,atr42s11g00708
bsi11s1g01461,bsi11s3g01037,tsi13s5g00955,.,tsi13s6g00968,.,atr42s11g00709
bsi11s1g01454,.,tsi13s5g00958,.,tsi13s6g00970,.,atr42s11g00725
bsi11s1g00377,.,tsi13s5g00960,tsi13s14g00705,tsi13s6g00972,.,atr42s11g00742
bsi11s1g00383,.,tsi13s5g00965,.,tsi13s6g00978,tsi13s15g00169,atr42s11g00746
bsi11s1g00398,.,tsi13s5g00971,.,tsi13s20g01228,.,atr42s11g00776
bsi11s1g00404,.,tsi13s5g00978,.,.,tsi13s15g00158,atr42s11g00807
bsi11s1g00405,.,tsi13s5g00985,.,tsi13s6g00996,.,atr42s11g00819
bsi11s1g00406,bsi11s3g01068,tsi13s5g00987,tsi13s14g00697,tsi13s20g01214,.,atr42s11g00836
.,bsi11s3g01069,tsi13s5g00991,.,tsi13s6g01000,.,atr42s11g00850
bsi11s1g00434,bsi11s3g01100,tsi13s5g01007,.,tsi13s20g01187,.,atr42s11g00256
.,bsi11s3g01104,tsi13s5g01010,.,tsi13s6g01024,.,atr42s11g00241
.,bsi11s3g01534,tsi13s5g01015,tsi13s14g00675,tsi13s6g01027,tsi13s15g00128,atr42s11g00239
bsi11s1g00449,.,tsi13s5g01021,.,tsi13s6g01041,.,atr42s11g00215
bsi11s1g00460,bsi11s3g01509,tsi13s5g01031,tsi13s14g00664,tsi13s6g01052,.,atr42s11g00653
bsi11s1g00473,bsi11s3g01494,tsi13s5g01037,tsi13s14g00645,tsi13s6g01059,.,atr42s11g00607
bsi11s1g00475,bsi11s3g01492,tsi13s5g01040,tsi13s14g00643,tsi13s6g01060,.,atr42s11g00605
bsi11s1g00476,bsi11s3g01490,tsi13s5g01041,tsi13s14g00642,tsi13s6g01061,tsi13s15g00089,atr42s11g00602
bsi11s1g00477,.,tsi13s5g01042,tsi13s14g00641,tsi13s6g01062,tsi13s15g00087,atr42s11g00594
bsi11s1g00488,.,tsi13s5g01052,tsi13s14g00630,tsi13s6g01071,.,atr42s11g00565
bsi11s1g00498,bsi11s3g01458,tsi13s5g01057,tsi13s14g00625,tsi13s6g01076,tsi13s15g00081,atr42s11g00537
bsi11s1g00499,bsi11s3g01457,tsi13s5g01058,tsi13s14g00624,tsi13s6g01078,tsi13s15g00077,atr42s11g00535
bsi11s1g00529,.,tsi13s5g01073,.,tsi13s6g01095,.,atr42s11g00480
bsi11s1g00531,bsi11s3g01445,tsi13s5g01074,.,tsi13s6g01096,.,atr42s11g00475
bsi11s1g00535,,tsi13s5g01076,tsi13s14g00606,tsi13s6g01102,.,atr42s11g00469
bsi11s1g00537,,tsi13s5g01078,.,tsi13s6g01108,tsi13s15g00072,atr42s11g00461
bsi11s1g00540,,tsi13s5g01079,tsi13s14g00599,tsi13s6g01110,tsi13s15g00066,atr42s11g00449
bsi11s1g00565,bsi11s3g01399,tsi13s5g01085,tsi13s14g00595,tsi13s6g01118,.,atr42s3g02996
bsi11s1g00569,.,tsi13s5g01088,tsi13s14g00592,tsi13s6g01122,tsi13s15g00052,atr42s3g02995
bsi11s1g00571,.,tsi13s5g01090,.,tsi13s6g01124,tsi13s15g00044,atr42s3g02993
bsi11s1g00572,.,tsi13s5g01091,tsi13s14g00590,tsi13s6g01125,.,atr42s3g02992
bsi11s1g00579,.,tsi13s5g01093,tsi13s14g00586,.,tsi13s15g00041,atr42s3g02985
bsi11s1g00583,bsi11s3g01390,tsi13s5g01094,tsi13s14g00582,tsi13s6g01129,.,atr42s3g02980
bsi11s1g00619,bsi11s3g01373,tsi13s5g01106,.,tsi13s6g01144,tsi13s15g00033,atr42s3g02966
bsi11s1g00620,bsi11s3g01370,tsi13s5g01107,tsi13s14g00570,tsi13s6g01145,tsi13s15g00015,atr42s3g02965
bsi11s1g00677,bsi11s3g01365,tsi13s5g01136,tsi13s14g00548,tsi13s6g01158,tsi13s15g00002,atr42s3g02933
bsi11s1g00696,.,tsi13s5g01154,tsi13s14g00537,tsi13s6g01180,,atr42s3g02914
bsi11s1g00740,.,tsi13s5g01163,.,tsi13s6g01190,,atr42s3g02901
bsi11s1g00741,.,tsi13s5g01165,.,tsi13s6g01192,,atr42s3g02899
bsi11s1g00747,bsi11s3g01353,tsi13s5g01173,.,tsi13s6g01193,,atr42s3g02894
bsi11s1g00770,bsi11s3g01351,tsi13s5g01186,tsi13s14g00530,tsi13s6g01206,,atr42s3g02885
bsi11s1g00776,bsi11s3g01350,tsi13s5g01190,.,tsi13s6g01210,,atr42s3g02877
bsi11s1g00801,.,tsi13s5g01199,.,tsi13s6g01218,,atr42s1g00082
bsi11s1g00811,bsi11s3g01345,tsi13s5g01201,tsi13s14g00506,tsi13s6g01222,,atr42s1g00088
bsi11s1g00888,,tsi13s5g01245,.,tsi13s3g01870,,atr42s1g00172
bsi11s1g00910,bsi11s3g01329,tsi13s5g01252,tsi13s14g00467,tsi13s3g01869,,atr42s1g00180
bsi11s1g00915,.,tsi13s5g01255,.,tsi13s3g01839,,atr42s1g00193
bsi11s1g00920,.,tsi13s5g01256,tsi13s14g00444,tsi13s3g01833,,atr42s1g00199
bsi11s1g01409,,tsi13s5g01441,.,,tsi13s15g01302,atr42s1g00704
bsi11s1g01406,bsi11s3g01145,tsi13s5g01444,.,tsi13s6g01525,.,atr42s1g00692
bsi11s1g01371,.,tsi13s5g01481,.,.,tsi13s15g01319,atr42s1g00639
bsi11s1g01370,bsi11s3g01155,tsi13s5g01482,tsi13s14g00365,tsi13s6g01508,.,atr42s1g00633
bsi11s1g01366,.,tsi13s5g01486,.,tsi13s6g01506,tsi13s15g01323,atr42s1g00623
bsi11s1g01331,.,tsi13s5g01488,tsi13s14g00357,tsi13s6g01505,.,atr42s1g00596
bsi11s1g01320,bsi11s3g01186,tsi13s5g01501,tsi13s14g00352,tsi13s6g01493,.,atr42s1g00328
bsi11s1g01292,.,tsi13s5g01512,.,.,tsi13s15g01338,atr42s1g00295
bsi11s1g01290,.,tsi13s5g01517,.,tsi13s6g01486,.,atr42s1g00289
bsi11s1g01285,.,tsi13s5g01523,.,tsi13s6g01482,.,atr42s1g00282
bsi11s1g01278,bsi11s3g01219,tsi13s5g01527,.,.,tsi13s15g01345,atr42s1g00274
.,bsi11s3g01220,tsi13s5g01528,tsi13s14g00332,tsi13s6g01471,tsi13s15g01346,atr42s1g00273
bsi11s1g01252,,tsi13s5g01537,.,tsi13s6g01460,.,atr42s1g00258
bsi11s1g01242,,tsi13s5g01538,.,tsi13s6g01457,.,atr42s1g00255
bsi11s1g01235,,tsi13s5g01552,tsi13s14g00324,.,tsi13s15g01355,atr42s1g00247
bsi11s1g00317,.,tsi13s5g01604,tsi13s14g00274,tsi13s6g01619,tsi13s15g01246,atr42s1g01224
bsi11s1g00315,bsi11s3g01663,tsi13s5g01606,.,tsi13s6g01621,.,atr42s1g01230
.,bsi11s3g01667,tsi13s5g01607,.,tsi13s6g01625,tsi13s15g01242,atr42s1g01241
bsi11s1g00313,bsi11s3g01678,tsi13s5g01608,.,.,tsi13s15g01240,atr42s1g01246
bsi11s1g00275,bsi11s3g01792,tsi13s5g01658,tsi13s14g00205,tsi13s6g01658,.,atr42s1g00514
.,bsi11s3g01815,tsi13s5g01676,.,tsi13s6g01661,tsi13s15g01199,atr42s3g00510
bsi11s1g00254,.,tsi13s5g01684,tsi13s14g00185,tsi13s6g01721,.,atr42s3g00507
bsi11s1g00238,.,tsi13s5g01690,.,tsi13s6g01711,.,atr42s3g00475
bsi11s1g00228,bsi11s3g01843,tsi13s5g01694,.,tsi13s6g01704,.,atr42s3g00431
bsi11s1g00226,.,tsi13s5g01695,tsi13s14g00169,tsi13s6g01695,.,atr42s3g00437
.,bsi11s3g01844,tsi13s5g01698,.,tsi13s6g01691,.,atr42s3g00456
bsi11s1g00223,.,tsi13s5g01699,.,tsi13s6g01688,.,atr42s3g00448
bsi11s1g00221,bsi11s3g01846,tsi13s5g01700,.,tsi13s6g01685,.,atr42s3g00447
bsi11s1g00217,.,tsi13s5g01703,.,tsi13s6g01681,.,atr42s3g00462
.,bsi11s3g01861,tsi13s5g01707,.,tsi13s6g01689,.,atr42s3g00427
bsi11s1g00213,.,tsi13s5g01713,.,tsi13s6g01724,.,atr42s3g00411
bsi11s1g00211,.,tsi13s5g01714,tsi13s14g00158,.,tsi13s15g01185,atr42s3g00397
bsi11s1g00195,bsi11s3g01872,tsi13s5g01717,tsi13s14g00151,tsi13s6g01742,.,atr42s3g00381
bsi11s1g00192,.,tsi13s5g01722,.,tsi13s6g01744,.,atr42s3g00376
bsi11s1g00189,bsi11s3g01878,tsi13s5g01725,tsi13s14g00150,tsi13s6g01749,tsi13s15g01156,atr42s3g00372
.,bsi11s3g01881,tsi13s5g01727,.,.,tsi13s15g01155,atr42s3g00365
bsi11s1g00174,bsi11s3g01895,tsi13s5g01735,tsi13s14g00138,tsi13s6g01760,.,atr42s3g00345
bsi11s1g00173,bsi11s3g01896,tsi13s5g01737,.,tsi13s6g01761,tsi13s15g01145,atr42s3g00338
bsi11s1g00172,bsi11s3g01898,tsi13s5g01738,.,tsi13s6g01762,tsi13s15g01143,atr42s3g00336
bsi11s1g00171,.,tsi13s5g01739,.,.,tsi13s15g01142,atr42s3g00335
bsi11s1g00170,bsi11s3g01901,tsi13s5g01743,.,tsi13s6g01763,tsi13s15g01140,atr42s3g00334
.,bsi11s3g01902,tsi13s5g01746,tsi13s14g00133,.,tsi13s15g01138,atr42s3g00329
bsi11s1g00169,bsi11s3g01903,tsi13s5g01747,tsi13s14g00132,tsi13s6g01764,.,atr42s3g00327
.,bsi11s3g01911,tsi13s5g01754,.,tsi13s6g01766,tsi13s15g01130,atr42s3g00318
bsi11s1g00160,.,tsi13s5g01760,.,tsi13s6g01771,tsi13s15g01126,atr42s3g00310
.,bsi11s3g01948,tsi13s5g01764,tsi13s14g00121,tsi13s6g01779,.,atr42s3g00292
bsi11s1g00139,bsi11s3g01956,tsi13s5g01772,tsi13s14g00116,tsi13s6g01786,tsi13s15g01111,atr42s3g00273
.,bsi11s3g01968,tsi13s5g01781,.,.,tsi13s15g01104,atr42s3g00239
bsi11s1g00126,.,tsi13s5g01784,tsi13s14g00102,tsi13s6g01802,tsi13s15g01103,atr42s3g00232
.,bsi11s3g01981,tsi13s5g01792,.,.,tsi13s15g01083,atr42s3g00201
bsi11s1g00116,bsi11s3g01985,tsi13s5g01794,tsi13s14g00088,tsi13s6g01820,.,atr42s3g00199
.,bsi11s3g01987,tsi13s5g01797,.,tsi13s6g01822,tsi13s15g01080,atr42s3g00191
.,bsi11s3g01989,tsi13s5g01799,.,tsi13s6g01825,.,atr42s3g00190
bsi11s1g00110,bsi11s3g01990,tsi13s5g01802,.,tsi13s6g01827,tsi13s15g01078,atr42s3g00186
bsi11s1g00095,bsi11s3g02005,tsi13s5g01813,.,tsi13s6g01844,tsi13s15g01070,atr42s9g00374
bsi11s1g00093,.,tsi13s5g01814,.,tsi13s6g01846,tsi13s15g01069,atr42s9g00372
bsi11s1g00091,.,tsi13s5g01817,.,tsi13s6g01853,.,atr42s9g00350
bsi11s1g00087,.,tsi13s5g01829,.,tsi13s6g01855,tsi13s15g01060,atr42s4g00261
bsi11s1g00084,bsi11s3g02015,tsi13s5g01835,tsi13s14g00051,tsi13s6g01856,tsi13s15g01059,atr42s4g00262
bsi11s1g00082,bsi11s3g02016,tsi13s5g01836,.,tsi13s6g01857,tsi13s15g01057,atr42s4g00264
bsi11s1g00069,.,tsi13s5g01854,.,tsi13s6g01865,.,atr42s4g00243
.,bsi11s3g02025,tsi13s5g01855,.,.,tsi13s15g01042,atr42s4g00210
bsi11s1g00066,bsi11s3g02031,tsi13s5g01858,.,tsi13s6g01870,tsi13s15g01039,atr42s4g00224
bsi11s1g00062,bsi11s3g02033,tsi13s5g01862,tsi13s14g00038,tsi13s6g01874,tsi13s15g01038,atr42s4g00226
.,bsi11s3g02051,tsi13s5g01874,.,tsi13s6g01888,.,atr42s3g00725
bsi11s1g00029,bsi11s3g02055,tsi13s5g01881,.,tsi13s6g01891,tsi13s15g01025,atr42s3g00722
bsi11s1g00030,bsi11s3g02056,tsi13s5g01882,tsi13s14g00036,tsi13s6g01892,tsi13s15g01024,atr42s3g00721
.,bsi11s3g02057,tsi13s5g01883,tsi13s14g00035,tsi13s6g01893,.,atr42s3g00720
bsi11s1g00046,bsi11s3g02089,tsi13s5g01895,.,.,tsi13s15g01003,atr42s3g00663
bsi11s1g00025,bsi11s3g02094,tsi13s5g01903,tsi13s14g00021,tsi13s6g01911,tsi13s15g01006,atr42s3g00636
bsi11s1g00023,bsi11s3g02096,tsi13s5g01904,tsi13s14g00020,tsi13s6g01913,tsi13s15g01008,atr42s3g00624
bsi11s1g00022,bsi11s3g02097,tsi13s5g01905,.,tsi13s6g01914,tsi13s15g01009,atr42s3g00620
.,bsi11s3g02101,tsi13s5g01908,.,tsi13s6g01917,tsi13s15g01012,atr42s3g00610
bsi11s1g00013,bsi11s3g02106,tsi13s5g01912,tsi13s14g00017,tsi13s6g01924,tsi13s15g00994,atr42s3g00601
.,bsi11s3g02112,tsi13s5g01914,.,tsi13s6g01931,.,atr42s3g02835
.,bsi11s3g02121,tsi13s5g01915,.,tsi13s6g01952,tsi13s15g00981,atr42s3g02840
.,bsi11s3g02124,tsi13s5g01916,.,tsi13s6g01955,tsi13s15g00979,atr42s3g02845
.,bsi11s3g02126,tsi13s5g01918,.,tsi13s6g01958,tsi13s15g00974,atr42s3g02847
.,bsi11s3g02132,tsi13s5g01920,.,tsi13s6g01963,tsi13s15g00972,atr42s3g02853
bsi11s1g00001,bsi11s3g02136,tsi13s5g01921,.,tsi13s6g01967,.,atr42s3g02858
,bsi11s3g02141,tsi13s5g01923,.,tsi13s6g01971,tsi13s15g00966,atr42s1g00077
,bsi11s3g02143,tsi13s5g01926,.,tsi13s6g01974,tsi13s15g00964,atr42s1g00071
,bsi11s3g02155,tsi13s5g01931,tsi13s14g00015,tsi13s6g01986,,atr42s1g00032
bsi11s10g01640,,tsi13s10g00051,tsi13s19g01262,tsi13s11g00184,,atr42s6g02177
bsi11s10g01613,,tsi13s10g00056,.,tsi13s11g00181,,atr42s6g02183
bsi11s10g01612,,tsi13s10g00058,tsi13s19g01273,tsi13s11g00178,,atr42s6g02184
bsi11s10g01587,,tsi13s10g00085,,tsi13s11g00129,,atr42s6g02219
bsi11s10g01574,,tsi13s10g00093,,tsi13s11g00107,,atr42s6g02228
bsi11s10g01573,,tsi13s10g00099,,tsi13s11g00095,,atr42s6g02231
bsi11s10g01561,,tsi13s10g00106,.,tsi13s11g00091,,atr42s6g02236
bsi11s10g01548,,tsi13s10g00113,.,tsi13s11g00076,,atr42s6g02168
bsi11s10g01538,,tsi13s10g00120,.,tsi13s11g00066,,atr42s6g02156
bsi11s10g01535,,tsi13s10g00131,.,tsi13s11g00063,,atr42s6g02154
bsi11s10g01534,,tsi13s10g00133,.,tsi13s11g00052,,atr42s6g02151
.,bsi11s14g01391,tsi13s10g00214,,tsi13s11g00282,,atr42s6g02092
bsi11s10g01365,.,tsi13s10g00216,,tsi13s11g00280,,atr42s6g02097
bsi11s10g01354,,tsi13s10g00250,,tsi13s11g00307,,atr42s6g02351
bsi11s10g01336,,tsi13s10g00267,,tsi13s11g00324,,atr42s6g02359
bsi11s10g01327,,tsi13s10g00268,,tsi13s11g00338,,atr42s6g02364
bsi11s10g01310,,tsi13s10g00274,,tsi13s11g00343,,atr42s6g02370
bsi11s10g01102,bsi11s14g01217,tsi13s10g00429,.,tsi13s11g00486,.,atr42s6g00734
bsi11s10g01067,.,tsi13s10g00468,tsi13s19g00980,tsi13s11g00517,tsi13s23g00260,atr42s6g00685
bsi11s10g01063,.,tsi13s10g00473,.,tsi13s11g00528,.,atr42s6g00678
bsi11s10g01009,bsi11s14g01145,tsi13s10g00508,.,tsi13s11g00595,tsi13s23g00315,atr42s6g01590
bsi11s10g01006,bsi11s14g01143,tsi13s10g00509,tsi13s19g00957,tsi13s11g00601,.,atr42s6g01593
bsi11s10g01000,bsi11s14g01140,tsi13s10g00514,.,tsi13s11g00604,.,atr42s6g01623
bsi11s10g00999,.,tsi13s10g00516,.,tsi13s11g00606,.,atr42s6g01625
bsi11s10g00998,bsi11s14g01128,tsi13s10g00517,tsi13s19g00924,tsi13s11g00607,tsi13s23g00316,atr42s6g01629
bsi11s10g00997,bsi11s14g01127,tsi13s10g00518,tsi13s19g00921,tsi13s11g00609,tsi13s23g00318,atr42s6g01631
bsi11s10g00995,.,tsi13s10g00519,tsi13s19g00918,.,tsi13s23g00320,atr42s6g01641
bsi11s10g00970,bsi11s14g01097,tsi13s10g00539,tsi13s19g00894,tsi13s11g00639,tsi13s23g00336,atr42s7g00273
bsi11s10g00961,.,tsi13s10g00540,tsi13s19g00873,tsi13s11g00646,.,atr42s7g00276
bsi11s10g00957,bsi11s14g01093,tsi13s10g00543,tsi13s19g00870,tsi13s11g00686,tsi13s23g00365,atr42s7g00287
bsi11s10g00955,.,tsi13s10g00544,tsi13s19g00868,.,tsi13s23g00367,atr42s7g00291
bsi11s10g00954,.,tsi13s10g00546,.,.,tsi13s23g00369,atr42s7g00292
bsi11s10g00939,bsi11s14g01082,tsi13s10g00551,.,tsi13s11g00704,tsi13s23g00396,atr42s7g00489
bsi11s10g00936,.,tsi13s10g00554,tsi13s19g00857,.,tsi13s23g00398,atr42s7g00491
bsi11s10g00935,bsi11s14g01078,tsi13s10g00555,tsi13s19g00854,tsi13s11g00705,tsi13s23g00399,atr42s7g00495
bsi11s10g00929,bsi11s14g01077,tsi13s10g00557,tsi13s19g00852,tsi13s11g00706,tsi13s23g00401,atr42s7g00502
bsi11s10g00899,.,tsi13s10g00585,tsi13s19g00805,tsi13s11g00722,.,atr42s7g00568
bsi11s10g00904,bsi11s14g01056,tsi13s10g00588,tsi13s19g00810,tsi13s11g00724,.,atr42s7g00557
bsi11s10g00913,bsi11s14g01069,tsi13s10g00598,tsi13s19g00825,tsi13s11g00727,.,atr42s7g00661
bsi11s10g00820,.,tsi13s10g00608,.,tsi13s11g00729,.,atr42s7g00889
bsi11s10g00813,bsi11s14g01034,tsi13s10g00611,tsi13s19g00787,tsi13s11g00730,.,atr42s7g00906
bsi11s10g00797,.,tsi13s10g00614,tsi13s19g00778,.,tsi13s23g00455,atr42s7g00447
