,loc1,loc2,grading,usedtimes1,usedtimes2,times,score1,score2,path1,path2
82205,74,86,50,2,0,1,3293,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205]",[82205]
82207,75,87,50,4,0,1,3341,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207]",[82207]
82220,76,88,50,2,0,1,3389,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220]",[82220]
82223,77,88,40,2,0,1,3378,40,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82223]",[82223]
82222,77,89,50,3,0,1,3437,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222]",[82222]
82226,78,90,50,3,0,1,3485,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226]",[82226]
82231,79,91,50,2,0,1,3533,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231]",[82231]
82237,80,92,50,2,0,1,3581,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237]",[82237]
82241,81,94,50,2,0,1,3628,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241]",[82241]
82243,82,95,50,2,0,1,3676,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243]",[82243]
82247,83,96,50,3,0,1,3724,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247]",[82247]
82461,85,97,50,2,0,1,3771,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461]",[82461]
82462,85,111,40,2,2,1,3747,77,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82462]","[82500, 82462]"
82466,86,98,50,2,0,1,3819,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466]",[82466]
82471,87,99,50,2,0,1,3867,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471]",[82471]
82472,88,100,50,2,0,1,3915,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472]",[82472]
82473,89,101,50,2,0,1,3963,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473]",[82473]
82476,90,102,50,2,0,1,4011,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476]",[82476]
82480,91,103,50,2,0,1,4059,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480]",[82480]
82482,92,105,50,2,0,1,4106,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482]",[82482]
82485,93,106,50,2,0,1,4154,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485]",[82485]
82489,94,107,50,2,0,1,4202,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489]",[82489]
82490,95,108,50,4,0,1,4250,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490]",[82490]
82499,96,109,50,2,0,1,4298,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499]",[82499]
82501,97,109,40,2,1,1,4287,40,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82501]",[82501]
82500,97,110,50,3,1,1,4346,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500]",[82500]
82631,98,113,50,4,0,1,4392,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631]",[82631]
82632,99,114,50,2,0,1,4440,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632]",[82632]
82643,100,115,50,5,0,1,4488,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643]",[82643]
82646,101,116,50,2,0,1,4536,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646]",[82646]
82647,101,126,40,4,3,1,4516,152,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82647]","[82909, 82772, 82756, 82647]"
82648,101,133,40,2,3,1,4509,145,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82648]","[82909, 82772, 82756, 82648]"
82649,101,135,40,2,3,1,4507,149,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82649]","[83072, 83068, 82910, 82649]"
82651,102,117,50,3,2,1,4584,82,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651]","[82909, 82651]"
82754,103,118,50,5,2,1,4632,82,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754]","[82909, 82754]"
