aek_tsi13s1g00001,atr42s3g01831
aek_tsi13s1g00814,atr42s7g01819
aek_tsi13s1g00815,atr42s7g01817
aek_tsi13s1g00816,.
aek_tsi13s1g00817,atr42s7g01801
aek_tsi13s1g00818,atr42s7g01799
aek_tsi13s1g00819,atr42s7g01798
aek_tsi13s1g00820,.
aek_tsi13s1g00821,.
aek_tsi13s1g00822,.
aek_tsi13s1g00823,.
aek_tsi13s1g00824,.
aek_tsi13s1g00825,.
aek_tsi13s1g00826,.
aek_tsi13s1g00827,.
aek_tsi13s1g00828,.
aek_tsi13s1g00829,.
aek_tsi13s1g00830,atr42s8g00207
aek_tsi13s1g00831,atr42s7g01790
aek_tsi13s1g00832,atr42s7g01788
aek_tsi13s1g00833,atr42s8g00212
aek_tsi13s1g00834,.
aek_tsi13s1g00835,.
aek_tsi13s1g00836,atr42s7g01783
aek_tsi13s1g00837,.
aek_tsi13s1g00838,.
aek_tsi13s1g00839,atr42s8g00219
aek_tsi13s1g00840,atr42s7g01772
aek_tsi13s1g00841,atr42s7g01764
aek_tsi13s1g00842,.
aek_tsi13s1g00843,atr42s7g01762
aek_tsi13s1g00844,.
aek_tsi13s1g00845,.
aek_tsi13s1g00846,atr42s7g01756
aek_tsi13s1g00847,atr42s7g01766
aek_tsi13s1g00848,atr42s7g01767
aek_tsi13s1g00849,atr42s7g01769
aek_tsi13s1g00850,atr42s8g00233
aek_tsi13s1g00851,atr42s7g01748
aek_tsi13s1g00852,.
aek_tsi13s1g00853,.
aek_tsi13s1g00854,.
aek_tsi13s1g00855,atr42s7g01740
aek_tsi13s1g00856,atr42s7g01729
aek_tsi13s1g00857,.
aek_tsi13s1g00858,.
aek_tsi13s1g00859,.
aek_tsi13s1g00860,.
aek_tsi13s1g00861,atr42s7g01722
aek_tsi13s1g00862,atr42s7g01720
aek_tsi13s1g00863,.
aek_tsi13s1g00864,atr42s8g00253
aek_tsi13s1g00865,.
aek_tsi13s1g00866,atr42s7g01699
aek_tsi13s1g00867,atr42s7g01696
aek_tsi13s1g00868,.
aek_tsi13s1g00869,atr42s7g01695
aek_tsi13s1g00870,atr42s7g01694
aek_tsi13s1g00871,atr42s7g01687
aek_tsi13s1g00872,atr42s7g01684
aek_tsi13s1g00873,atr42s7g01683
aek_tsi13s1g00874,atr42s7g01682
aek_tsi13s1g00875,atr42s7g01681
aek_tsi13s1g00876,.
aek_tsi13s1g00877,atr42s7g01680
aek_tsi13s1g00878,atr42s7g01679
aek_tsi13s1g00879,atr42s7g01674
aek_tsi13s1g00880,atr42s7g01673
aek_tsi13s1g00881,.
aek_tsi13s1g00882,atr42s7g01669
aek_tsi13s1g00883,atr42s7g01665
aek_tsi13s1g00884,atr42s7g01664
aek_tsi13s1g00885,atr42s7g01651
aek_tsi13s1g00886,atr42s7g01649
aek_tsi13s1g00887,atr42s7g01644
aek_tsi13s1g00888,atr42s7g01631
aek_tsi13s1g00889,.
aek_tsi13s1g00890,atr42s7g01625
aek_tsi13s1g00891,atr42s7g01624
aek_tsi13s1g00892,
aek_tsi13s1g00893,
aek_tsi13s1g00894,
aek_tsi13s1g00895,
aek_tsi13s1g00896,atr42s9g00935
aek_tsi13s1g00897,atr42s9g00920
aek_tsi13s1g00898,atr42s9g00918
aek_tsi13s1g00899,.
aek_tsi13s1g00900,.
aek_tsi13s1g00901,.
aek_tsi13s1g00902,atr42s9g00916
aek_tsi13s1g00903,.
aek_tsi13s1g00904,.
aek_tsi13s1g00905,atr42s9g00902
aek_tsi13s1g00906,.
aek_tsi13s1g00907,atr42s9g00841
aek_tsi13s1g00908,atr42s9g00842
aek_tsi13s1g00909,atr42s9g00853
aek_tsi13s1g00910,atr42s9g00849
aek_tsi13s1g00911,.
aek_tsi13s1g00912,.
aek_tsi13s1g00913,atr42s9g00845
aek_tsi13s1g00914,atr42s9g00843
aek_tsi13s1g00915,atr42s9g00873
aek_tsi13s1g00916,.
aek_tsi13s1g00917,.
aek_tsi13s1g00918,.
aek_tsi13s1g00919,atr42s9g00876
aek_tsi13s1g00920,atr42s9g00877
aek_tsi13s1g00921,atr42s9g00895
aek_tsi13s1g00922,atr42s9g00833
aek_tsi13s1g00923,.
aek_tsi13s1g00924,.
aek_tsi13s1g00925,.
aek_tsi13s1g00926,atr42s9g00828
aek_tsi13s1g00927,.
aek_tsi13s1g00928,.
aek_tsi13s1g00929,.
aek_tsi13s1g00930,atr42s9g00893
aek_tsi13s1g00931,.
aek_tsi13s1g00932,.
aek_tsi13s1g00933,.
aek_tsi13s1g00934,.
aek_tsi13s1g00935,.
aek_tsi13s1g00936,atr42s9g00889
aek_tsi13s1g00937,
aek_tsi13s1g00938,
aek_tsi13s1g00939,atr42s1g01420
aek_tsi13s1g00940,.
aek_tsi13s1g00941,.
aek_tsi13s1g00942,.
aek_tsi13s1g00943,.
aek_tsi13s1g00944,.
aek_tsi13s1g00945,.
aek_tsi13s1g00946,.
aek_tsi13s1g00947,.
aek_tsi13s1g00948,.
aek_tsi13s1g00949,.
aek_tsi13s1g00950,.
aek_tsi13s1g00951,atr42s1g01419
aek_tsi13s1g00952,.
aek_tsi13s1g00953,.
aek_tsi13s1g00954,atr42s1g01417
aek_tsi13s1g00955,.
aek_tsi13s1g00956,.
aek_tsi13s1g00957,.
aek_tsi13s1g00958,atr42s1g00933
aek_tsi13s1g00959,.
aek_tsi13s1g00960,.
aek_tsi13s1g00961,atr42s1g00942
aek_tsi13s1g00962,.
aek_tsi13s1g00963,.
aek_tsi13s1g00964,.
aek_tsi13s1g00965,.
aek_tsi13s1g00966,.
aek_tsi13s1g00967,.
aek_tsi13s1g00968,.
aek_tsi13s1g00969,atr42s1g00973
aek_tsi13s1g00970,.
aek_tsi13s1g00971,.
aek_tsi13s1g00972,.
aek_tsi13s1g00973,.
aek_tsi13s1g00974,atr42s1g00980
aek_tsi13s1g00975,.
aek_tsi13s1g00976,atr42s1g00999
aek_tsi13s1g00977,.
aek_tsi13s1g00978,.
aek_tsi13s1g00979,.
aek_tsi13s1g00980,.
aek_tsi13s1g00981,atr42s1g01399
aek_tsi13s1g00982,.
aek_tsi13s1g00983,.
aek_tsi13s1g00984,.
aek_tsi13s1g00985,.
aek_tsi13s1g00986,.
aek_tsi13s1g00987,.
aek_tsi13s1g00988,.
aek_tsi13s1g00989,.
aek_tsi13s1g00990,atr42s1g01387
aek_tsi13s1g00991,.
aek_tsi13s1g00992,atr42s1g00821
aek_tsi13s1g00993,.
aek_tsi13s1g00994,.
aek_tsi13s1g00995,.
aek_tsi13s1g00996,.
aek_tsi13s1g00997,atr42s1g01386
aek_tsi13s1g00998,.
aek_tsi13s1g00999,.
aek_tsi13s1g01000,.
aek_tsi13s1g01001,.
aek_tsi13s1g01002,.
aek_tsi13s1g01003,.
aek_tsi13s1g01004,atr42s1g01001
aek_tsi13s1g01005,atr42s1g00846
aek_tsi13s1g01006,.
aek_tsi13s1g01007,atr42s8g02067
aek_tsi13s1g01008,atr42s8g02066
aek_tsi13s1g01009,.
aek_tsi13s1g01010,.
aek_tsi13s1g01011,.
aek_tsi13s1g01012,.
aek_tsi13s1g01013,.
aek_tsi13s1g01014,.
aek_tsi13s1g01015,.
aek_tsi13s1g01016,atr42s1g00851
aek_tsi13s1g01017,.
aek_tsi13s1g01018,atr42s1g00872
aek_tsi13s1g01019,.
aek_tsi13s1g01020,atr42s8g02043
aek_tsi13s1g01021,.
aek_tsi13s1g01022,.
aek_tsi13s1g01023,atr42s1g01079
aek_tsi13s1g01024,.
aek_tsi13s1g01025,atr42s1g01096
aek_tsi13s1g01026,atr42s1g01102
aek_tsi13s1g01027,.
aek_tsi13s1g01028,atr42s1g01103
aek_tsi13s1g01029,.
aek_tsi13s1g01030,atr42s1g01107
aek_tsi13s1g01031,atr42s1g01138
aek_tsi13s1g01032,atr42s1g01150
aek_tsi13s1g01033,atr42s8g02024
aek_tsi13s1g01034,.
aek_tsi13s1g01035,atr42s1g01156
aek_tsi13s1g01036,.
aek_tsi13s1g01037,atr42s1g01436
aek_tsi13s1g01038,.
aek_tsi13s1g01039,.
aek_tsi13s1g01040,atr42s8g01985
aek_tsi13s1g01041,atr42s1g01467
aek_tsi13s1g01042,.
aek_tsi13s1g01043,atr42s1g01475
aek_tsi13s1g01044,.
aek_tsi13s1g01045,.
aek_tsi13s1g01046,.
aek_tsi13s1g01047,.
aek_tsi13s1g01048,atr42s1g01489
aek_tsi13s1g01049,
aek_tsi13s1g01050,
aek_tsi13s1g01051,
aek_tsi13s1g01052,
aek_tsi13s1g01053,atr42s1g01983
aek_tsi13s1g01054,atr42s1g01974
aek_tsi13s1g01055,atr42s1g01975
aek_tsi13s1g01056,atr42s1g01978
aek_tsi13s1g01057,atr42s1g01979
aek_tsi13s1g01058,.
aek_tsi13s1g01059,atr42s1g01982
aek_tsi13s1g01060,.
aek_tsi13s1g01061,.
aek_tsi13s1g01062,.
aek_tsi13s1g01063,atr42s1g01967
aek_tsi13s1g01064,atr42s1g01966
aek_tsi13s1g01065,atr42s1g01964
aek_tsi13s1g01066,.
aek_tsi13s1g01067,atr42s1g01962
aek_tsi13s1g01068,.
aek_tsi13s1g01069,.
aek_tsi13s1g01070,atr42s1g01959
aek_tsi13s1g01071,atr42s1g01957
aek_tsi13s1g01072,atr42s1g01951
aek_tsi13s1g01073,atr42s1g01950
aek_tsi13s1g01074,atr42s1g01949
aek_tsi13s1g01075,atr42s1g01947
aek_tsi13s1g01076,atr42s1g01944
aek_tsi13s1g01077,atr42s1g01942
aek_tsi13s1g01078,atr42s1g01936
aek_tsi13s1g01079,atr42s1g01933
aek_tsi13s1g01080,.
aek_tsi13s1g01081,atr42s1g01923
aek_tsi13s1g01082,atr42s1g01921
aek_tsi13s1g01083,.
aek_tsi13s1g01084,atr42s1g01920
aek_tsi13s1g01085,atr42s1g01918
aek_tsi13s1g01086,.
aek_tsi13s1g01087,atr42s1g01916
aek_tsi13s1g01088,.
aek_tsi13s1g01089,atr42s1g01915
aek_tsi13s1g01090,atr42s1g01914
aek_tsi13s1g01091,atr42s1g01913
aek_tsi13s1g01092,atr42s1g01909
aek_tsi13s1g01093,atr42s1g01908
aek_tsi13s1g01094,.
aek_tsi13s1g01095,.
aek_tsi13s1g01096,.
aek_tsi13s1g01097,atr42s1g01905
aek_tsi13s1g01098,atr42s1g01897
aek_tsi13s1g01099,atr42s1g01896
aek_tsi13s1g01100,.
aek_tsi13s1g01101,atr42s1g01892
aek_tsi13s1g01102,atr42s1g01889
aek_tsi13s1g01103,
aek_tsi13s1g01104,atr42s1g02241
aek_tsi13s1g01105,atr42s1g02240
aek_tsi13s1g01106,.
aek_tsi13s1g01107,atr42s1g02239
aek_tsi13s1g01108,atr42s1g02238
aek_tsi13s1g01109,.
aek_tsi13s1g01110,atr42s1g02225
aek_tsi13s1g01111,
aek_tsi13s1g01112,
aek_tsi13s1g01113,
aek_tsi13s1g01114,
aek_tsi13s1g01115,
aek_tsi13s1g01116,
aek_tsi13s1g01117,atr42s11g00430
aek_tsi13s1g01118,.
aek_tsi13s1g01119,atr42s11g00444
aek_tsi13s1g01120,.
aek_tsi13s1g01121,atr42s11g00448
aek_tsi13s1g01122,.
aek_tsi13s1g01123,atr42s11g00463
aek_tsi13s1g01124,.
aek_tsi13s1g01125,.
aek_tsi13s1g01126,.
aek_tsi13s1g01127,atr42s11g00479
aek_tsi13s1g01128,.
aek_tsi13s1g01129,atr42s9g02391
aek_tsi13s1g01130,atr42s9g02389
aek_tsi13s1g01131,.
aek_tsi13s1g01132,atr42s9g02388
aek_tsi13s1g01133,atr42s9g02387
aek_tsi13s1g01134,.
aek_tsi13s1g01135,atr42s9g02386
aek_tsi13s1g01136,atr42s9g02373
aek_tsi13s1g01137,
aek_tsi13s1g01138,
aek_tsi13s1g01139,
aek_tsi13s1g01140,
aek_tsi13s1g01141,
aek_tsi13s1g01142,
aek_tsi13s1g01143,atr42s9g01725
aek_tsi13s1g01144,atr42s9g01736
aek_tsi13s1g01145,.
aek_tsi13s1g01146,.
aek_tsi13s1g01147,atr42s9g01742
aek_tsi13s1g01148,atr42s9g01751
aek_tsi13s1g01149,atr42s9g01752
aek_tsi13s1g01150,atr42s9g01753
aek_tsi13s1g01151,.
aek_tsi13s1g01152,.
aek_tsi13s1g01153,.
aek_tsi13s1g01154,atr42s9g01765
aek_tsi13s1g01155,atr42s9g01780
aek_tsi13s1g01156,atr42s9g01812
aek_tsi13s1g01157,
aek_tsi13s1g01158,
aek_tsi13s1g01159,
aek_tsi13s1g01160,
aek_tsi13s1g01161,
aek_tsi13s1g01162,
aek_tsi13s1g01163,
aek_tsi13s1g01164,
aek_tsi13s1g01165,atr42s9g01290
aek_tsi13s1g01166,.
aek_tsi13s1g01167,atr42s9g01298
aek_tsi13s1g01168,.
aek_tsi13s1g01169,.
aek_tsi13s1g01170,atr42s9g01303
aek_tsi13s1g01171,.
aek_tsi13s1g01172,.
aek_tsi13s1g01173,.
aek_tsi13s1g01174,.
aek_tsi13s1g01175,.
aek_tsi13s1g01176,.
aek_tsi13s1g01177,.
aek_tsi13s1g01178,.
aek_tsi13s1g01179,.
aek_tsi13s1g01180,.
aek_tsi13s1g01181,.
aek_tsi13s1g01182,.
aek_tsi13s1g01183,.
aek_tsi13s1g01184,atr42s9g01331
aek_tsi13s1g01185,atr42s9g01362
aek_tsi13s1g01186,.
aek_tsi13s1g01187,.
aek_tsi13s1g01188,atr42s9g01369
aek_tsi13s1g01189,.
aek_tsi13s1g01190,atr42s9g01390
aek_tsi13s1g01191,atr42s9g01052
aek_tsi13s1g01192,.
aek_tsi13s1g01193,atr42s9g01053
aek_tsi13s1g01194,atr42s9g01054
aek_tsi13s1g01195,atr42s9g01055
aek_tsi13s1g01196,.
aek_tsi13s1g01197,.
aek_tsi13s1g01198,atr42s9g01066
aek_tsi13s1g01199,.
aek_tsi13s1g01200,.
aek_tsi13s1g01201,.
aek_tsi13s1g01202,.
aek_tsi13s1g01203,.
aek_tsi13s1g01204,atr42s9g01068
aek_tsi13s1g01205,atr42s9g01075
aek_tsi13s1g01206,atr42s9g01082
aek_tsi13s1g01207,.
aek_tsi13s1g01208,atr42s9g01103
aek_tsi13s1g01209,.
aek_tsi13s1g01210,atr42s9g01111
aek_tsi13s1g01211,atr42s9g01113
aek_tsi13s1g01212,.
aek_tsi13s1g01213,.
aek_tsi13s1g01214,atr42s9g01127
aek_tsi13s1g01215,.
aek_tsi13s1g01216,atr42s9g01163
aek_tsi13s1g01217,.
aek_tsi13s1g01218,atr42s9g01175
aek_tsi13s1g01219,.
aek_tsi13s1g01220,.
aek_tsi13s1g01221,atr42s9g01195
aek_tsi13s1g01222,.
aek_tsi13s1g01223,.
aek_tsi13s1g01224,.
aek_tsi13s1g01225,atr42s9g01197
aek_tsi13s1g01226,.
aek_tsi13s1g01227,.
aek_tsi13s1g01228,atr42s9g01200
aek_tsi13s1g01229,atr42s9g01201
aek_tsi13s1g01230,atr42s9g01206
aek_tsi13s1g01231,atr42s9g01207
aek_tsi13s1g01232,atr42s9g01216
aek_tsi13s1g01233,atr42s9g01219
aek_tsi13s1g01234,.
aek_tsi13s1g01235,.
aek_tsi13s1g01236,.
aek_tsi13s1g01237,atr42s9g01234
aek_tsi13s1g01238,atr42s9g01246
aek_tsi13s1g01239,atr42s9g01248
aek_tsi13s1g01240,
aek_tsi13s1g01241,
aek_tsi13s1g01242,
aek_tsi13s1g01243,
aek_tsi13s1g01244,
aek_tsi13s1g01245,
aek_tsi13s1g01246,
aek_tsi13s1g01247,
aek_tsi13s1g01248,
aek_tsi13s2g00001,
aek_tsi13s2g00002,
aek_tsi13s2g00003,
aek_tsi13s2g00004,
aek_tsi13s2g00005,
aek_tsi13s2g00006,
aek_tsi13s2g00007,
aek_tsi13s2g00008,
aek_tsi13s2g00009,
aek_tsi13s2g00010,
aek_tsi13s2g00011,
aek_tsi13s2g00012,
aek_tsi13s2g00013,
aek_tsi13s2g00014,
aek_tsi13s2g00015,
aek_tsi13s2g00016,
aek_tsi13s2g00017,
aek_tsi13s2g00018,
aek_tsi13s2g00019,
aek_tsi13s2g00020,
aek_tsi13s2g00021,
aek_tsi13s2g00022,
aek_tsi13s2g00023,
aek_tsi13s2g00024,
aek_tsi13s2g00025,
aek_tsi13s2g00026,
aek_tsi13s2g00027,
aek_tsi13s2g00028,
aek_tsi13s2g00029,
aek_tsi13s2g00030,
aek_tsi13s2g00031,
aek_tsi13s2g00032,
aek_tsi13s2g00033,
aek_tsi13s2g00034,
aek_tsi13s2g00035,atr42s10g02141
aek_tsi13s2g00036,atr42s10g02127
aek_tsi13s2g00037,atr42s10g02088
aek_tsi13s2g00038,.
aek_tsi13s2g00039,.
aek_tsi13s2g00040,.
aek_tsi13s2g00041,atr42s10g02078
aek_tsi13s2g00042,atr42s10g02076
aek_tsi13s2g00043,.
aek_tsi13s2g00044,atr42s10g02053
aek_tsi13s2g00045,.
aek_tsi13s2g00046,atr42s10g02009
aek_tsi13s2g00047,atr42s10g02008
aek_tsi13s2g00048,atr42s10g02004
aek_tsi13s2g00049,.
aek_tsi13s2g00050,.
aek_tsi13s2g00051,atr42s10g01997
aek_tsi13s2g00052,atr42s10g01987
aek_tsi13s2g00053,
aek_tsi13s2g00054,
aek_tsi13s2g00055,
aek_tsi13s2g00056,
aek_tsi13s2g00057,
aek_tsi13s2g00058,
aek_tsi13s2g00059,
aek_tsi13s2g00060,
aek_tsi13s2g00061,
aek_tsi13s2g00062,
aek_tsi13s2g00063,
aek_tsi13s2g00064,
aek_tsi13s2g00065,
aek_tsi13s2g00066,
aek_tsi13s2g00067,
aek_tsi13s2g00068,
aek_tsi13s2g00069,
aek_tsi13s2g00070,
aek_tsi13s2g00071,
aek_tsi13s2g00072,
aek_tsi13s2g00073,
aek_tsi13s2g00074,
aek_tsi13s2g00075,
aek_tsi13s2g00076,
aek_tsi13s2g00077,
aek_tsi13s2g00078,
aek_tsi13s2g00079,
aek_tsi13s2g00080,atr42s10g01963
aek_tsi13s2g00081,.
aek_tsi13s2g00082,atr42s10g01947
aek_tsi13s2g00083,atr42s10g01946
aek_tsi13s2g00084,.
aek_tsi13s2g00085,atr42s10g01933
aek_tsi13s2g00086,.
aek_tsi13s2g00087,.
aek_tsi13s2g00088,atr42s10g01928
aek_tsi13s2g00089,.
aek_tsi13s2g00090,atr42s10g01910
aek_tsi13s2g00091,atr42s10g01908
aek_tsi13s2g00092,atr42s10g01901
aek_tsi13s2g00093,.
aek_tsi13s2g00094,atr42s10g01878
aek_tsi13s2g00095,atr42s10g01871
aek_tsi13s2g00096,.
aek_tsi13s2g00097,.
aek_tsi13s2g00098,.
aek_tsi13s2g00099,.
aek_tsi13s2g00100,atr42s10g01868
aek_tsi13s2g00101,
aek_tsi13s2g00102,
aek_tsi13s2g00103,
aek_tsi13s2g00104,
aek_tsi13s2g00105,
aek_tsi13s2g00106,
aek_tsi13s2g00107,
aek_tsi13s2g00108,
aek_tsi13s2g00109,
aek_tsi13s2g00110,
aek_tsi13s2g00111,
aek_tsi13s2g00112,
aek_tsi13s2g00113,
aek_tsi13s2g00114,
aek_tsi13s2g00115,
aek_tsi13s2g00116,
aek_tsi13s2g00117,
aek_tsi13s2g00118,atr42s10g01510
aek_tsi13s2g00119,atr42s10g01509
aek_tsi13s2g00120,atr42s10g01506
aek_tsi13s2g00121,.
aek_tsi13s2g00122,.
aek_tsi13s2g00123,.
aek_tsi13s2g00124,atr42s10g01482
aek_tsi13s2g00125,.
aek_tsi13s2g00126,atr42s10g01443
aek_tsi13s2g00127,atr42s10g01436
aek_tsi13s2g00128,atr42s10g01434
aek_tsi13s2g00129,atr42s10g01432
aek_tsi13s2g00130,atr42s10g01427
aek_tsi13s2g00131,.
aek_tsi13s2g00132,.
aek_tsi13s2g00133,.
aek_tsi13s2g00134,atr42s10g01411
aek_tsi13s2g00135,atr42s10g01409
aek_tsi13s2g00136,.
aek_tsi13s2g00137,atr42s10g01395
aek_tsi13s2g00138,atr42s10g01384
aek_tsi13s2g00139,.
aek_tsi13s2g00140,atr42s10g01383
aek_tsi13s2g00141,
aek_tsi13s2g00142,atr42s10g01242
aek_tsi13s2g00143,.
aek_tsi13s2g00144,atr42s10g01238
aek_tsi13s2g00145,atr42s10g01236
aek_tsi13s2g00146,atr42s10g01218
aek_tsi13s2g00147,.
aek_tsi13s2g00148,atr42s10g01204
aek_tsi13s2g00149,.
aek_tsi13s2g00150,.
aek_tsi13s2g00151,atr42s10g01184
aek_tsi13s2g00152,.
aek_tsi13s2g00153,atr42s10g01173
aek_tsi13s2g00154,
aek_tsi13s2g00155,
aek_tsi13s2g00156,
aek_tsi13s2g00157,
aek_tsi13s2g00158,
aek_tsi13s2g00159,
aek_tsi13s2g00160,
aek_tsi13s2g00161,
aek_tsi13s2g00162,
aek_tsi13s2g00163,atr42s10g01059
aek_tsi13s2g00164,.
aek_tsi13s2g00165,.
aek_tsi13s2g00166,.
aek_tsi13s2g00167,.
aek_tsi13s2g00168,.
aek_tsi13s2g00169,.
aek_tsi13s2g00170,.
aek_tsi13s2g00171,.
aek_tsi13s2g00172,atr42s10g01046
aek_tsi13s2g00173,.
aek_tsi13s2g00174,.
aek_tsi13s2g00175,atr42s10g01033
aek_tsi13s2g00176,atr42s10g01021
aek_tsi13s2g00177,.
aek_tsi13s2g00178,atr42s10g01019
aek_tsi13s2g00179,.
aek_tsi13s2g00180,atr42s10g01016
aek_tsi13s2g00181,atr42s10g01015
aek_tsi13s2g00182,.
aek_tsi13s2g00183,atr42s10g01014
aek_tsi13s2g00184,atr42s10g01010
aek_tsi13s2g00185,.
aek_tsi13s2g00186,.
aek_tsi13s2g00187,.
aek_tsi13s2g00188,.
aek_tsi13s2g00189,.
aek_tsi13s2g00190,.
aek_tsi13s2g00191,.
aek_tsi13s2g00192,.
aek_tsi13s2g00193,.
aek_tsi13s2g00194,.
aek_tsi13s2g00195,atr42s10g00991
aek_tsi13s2g00196,atr42s10g00962
aek_tsi13s2g00197,
aek_tsi13s2g00198,
aek_tsi13s2g00199,
aek_tsi13s2g00200,
aek_tsi13s2g00201,
aek_tsi13s2g00202,
aek_tsi13s2g00203,atr42s12g00244
aek_tsi13s2g00204,.
aek_tsi13s2g00205,.
aek_tsi13s2g00206,.
aek_tsi13s2g00207,.
aek_tsi13s2g00208,atr42s12g00246
aek_tsi13s2g00209,atr42s12g00249
aek_tsi13s2g00210,.
aek_tsi13s2g00211,.
aek_tsi13s2g00212,atr42s12g00251
aek_tsi13s2g00213,atr42s12g00252
aek_tsi13s2g00214,atr42s12g00258
aek_tsi13s2g00215,
aek_tsi13s2g00216,
aek_tsi13s2g00217,
aek_tsi13s2g00218,
aek_tsi13s2g00219,
aek_tsi13s2g00220,
aek_tsi13s2g00221,
aek_tsi13s2g00222,
aek_tsi13s2g00223,
aek_tsi13s2g00224,
aek_tsi13s2g00225,
aek_tsi13s2g00226,
aek_tsi13s2g00227,
aek_tsi13s2g00228,
aek_tsi13s2g00229,
aek_tsi13s2g00230,
aek_tsi13s2g00231,atr42s2g00792
aek_tsi13s2g00232,.
aek_tsi13s2g00233,.
aek_tsi13s2g00234,.
aek_tsi13s2g00235,.
aek_tsi13s2g00236,atr42s2g00815
aek_tsi13s2g00237,atr42s2g00817
aek_tsi13s2g00238,atr42s2g00824
aek_tsi13s2g00239,.
aek_tsi13s2g00240,.
aek_tsi13s2g00241,atr42s2g00829
aek_tsi13s2g00242,
aek_tsi13s2g00243,atr42s2g01170
aek_tsi13s2g00244,.
aek_tsi13s2g00245,.
aek_tsi13s2g00246,.
aek_tsi13s2g00247,.
aek_tsi13s2g00248,atr42s2g01132
aek_tsi13s2g00249,atr42s2g01124
aek_tsi13s2g00250,.
aek_tsi13s2g00251,.
aek_tsi13s2g00252,.
aek_tsi13s2g00253,.
aek_tsi13s2g00254,.
aek_tsi13s2g00255,.
aek_tsi13s2g00256,atr42s2g01094
aek_tsi13s2g00257,atr42s2g01081
aek_tsi13s2g00258,.
aek_tsi13s2g00259,.
aek_tsi13s2g00260,.
aek_tsi13s2g00261,atr42s2g01068
aek_tsi13s2g00262,atr42s2g01062
aek_tsi13s2g00263,atr42s2g01056
aek_tsi13s2g00264,atr42s2g01051
aek_tsi13s2g00265,atr42s2g01041
aek_tsi13s2g00266,
aek_tsi13s2g00267,
aek_tsi13s2g00268,
aek_tsi13s2g00269,
aek_tsi13s2g00270,atr42s2g00735
aek_tsi13s2g00271,.
aek_tsi13s2g00272,.
aek_tsi13s2g00273,atr42s2g00724
aek_tsi13s2g00274,atr42s2g00722
aek_tsi13s2g00275,atr42s2g00716
aek_tsi13s2g00276,atr42s2g00687
aek_tsi13s2g00277,atr42s2g00686
aek_tsi13s2g00278,.
aek_tsi13s2g00279,atr42s2g00663
aek_tsi13s2g00280,atr42s2g00661
aek_tsi13s2g00281,atr42s2g00658
aek_tsi13s2g00282,.
aek_tsi13s2g00283,atr42s2g00651
aek_tsi13s2g00284,.
aek_tsi13s2g00285,atr42s2g00646
aek_tsi13s2g00286,atr42s2g00645
aek_tsi13s2g00287,atr42s2g00644
aek_tsi13s2g00288,
aek_tsi13s2g00289,
aek_tsi13s2g00290,
aek_tsi13s2g00291,
aek_tsi13s2g00292,
aek_tsi13s2g00293,
aek_tsi13s2g00294,
aek_tsi13s2g00295,atr42s2g01644
aek_tsi13s2g00296,.
aek_tsi13s2g00297,.
aek_tsi13s2g00298,.
aek_tsi13s2g00299,.
aek_tsi13s2g00300,.
aek_tsi13s2g00301,.
aek_tsi13s2g00302,.
aek_tsi13s2g00303,.
aek_tsi13s2g00304,.
aek_tsi13s2g00305,.
aek_tsi13s2g00306,.
aek_tsi13s2g00307,.
aek_tsi13s2g00308,.
aek_tsi13s2g00309,.
aek_tsi13s2g00310,.
aek_tsi13s2g00311,.
aek_tsi13s2g00312,atr42s2g01383
aek_tsi13s2g00313,atr42s2g01379
aek_tsi13s2g00314,atr42s2g01377
aek_tsi13s2g00315,atr42s9g00231
aek_tsi13s2g00316,.
aek_tsi13s2g00317,atr42s2g01372
aek_tsi13s2g00318,.
aek_tsi13s2g00319,.
aek_tsi13s2g00320,.
aek_tsi13s2g00321,atr42s2g01245
aek_tsi13s2g00322,.
aek_tsi13s2g00323,atr42s2g01248
aek_tsi13s2g00324,.
aek_tsi13s2g00325,.
aek_tsi13s2g00326,.
aek_tsi13s2g00327,.
aek_tsi13s2g00328,atr42s2g01658
aek_tsi13s2g00329,atr42s2g01262
aek_tsi13s2g00330,.
aek_tsi13s2g00331,atr42s2g01273
aek_tsi13s2g00332,.
aek_tsi13s2g00333,.
aek_tsi13s2g00334,.
aek_tsi13s2g00335,.
aek_tsi13s2g00336,.
aek_tsi13s2g00337,atr42s2g01348
aek_tsi13s2g00338,.
aek_tsi13s2g00339,.
aek_tsi13s2g00340,.
aek_tsi13s2g00341,.
aek_tsi13s2g00342,atr42s2g01297
aek_tsi13s2g00343,.
aek_tsi13s2g00344,atr42s2g01675
aek_tsi13s2g00345,.
aek_tsi13s2g00346,.
aek_tsi13s2g00347,.
aek_tsi13s2g00348,.
aek_tsi13s2g00349,.
aek_tsi13s2g00350,.
aek_tsi13s2g00351,atr42s2g01691
aek_tsi13s2g00352,.
aek_tsi13s2g00353,atr42s2g01696
aek_tsi13s2g00354,atr42s9g00184
aek_tsi13s2g00355,atr42s2g01703
aek_tsi13s2g00356,.
aek_tsi13s2g00357,atr42s2g01704
aek_tsi13s2g00358,atr42s2g01709
aek_tsi13s2g00359,atr42s2g01710
aek_tsi13s2g00360,atr42s9g00183
aek_tsi13s2g00361,atr42s2g01714
aek_tsi13s2g00362,.
aek_tsi13s2g00363,.
aek_tsi13s2g00364,atr42s2g01726
aek_tsi13s2g00365,atr42s2g01729
