,0,1,2,3,4,5,6,7,8,9,10,11,grading
81761,hsa17s12g00790,ptr16s13g00882,0.973,352,9,0,1,352,1,352,5.141999999999998e-237,724,50
84006,hsa17s12g00721,ptr16s13g00795,0.9670000000000001,359,12,0,1,359,1,359,5.080999999999998e-240,733,50
84016,hsa17s12g00721,ptr16s13g00728,0.284,268,185,0,54,312,34,301,1.8200000000000003e-26,113,25
84495,hsa17s12g00291,ptr16s13g00622,0.968,538,17,0,27,564,15,552,0.0,1098,50
84919,hsa17s12g00836,ptr16s13g00929,0.983,157,3,0,1,157,89,245,2.4349999999999997e-103,328,50
85732,hsa17s12g00300,ptr16s13g00612,0.9940000000000001,440,3,0,1,440,1,440,2.7479999999999985e-305,926,50
85736,hsa17s12g00332,ptr16s13g00571,0.662,314,92,0,1,314,1,273,3.4459999999999994e-130,413,50
85741,hsa17s12g00332,ptr16s13g00402,0.426,303,172,0,4,306,5,305,1.2169999999999998e-66,229,25
85850,hsa17s12g00332,ptr16s13g00400,0.384,299,182,0,2,300,1,297,2.178e-55,197,25
85881,hsa17s12g00332,ptr16s13g00396,0.369,306,192,0,2,306,1,306,3.1789999999999997e-53,190,25
85885,hsa17s12g00332,ptr16s13g00403,0.371,303,187,0,4,306,30,328,4.34e-53,190,25
85912,hsa17s12g00332,ptr16s13g00567,0.371,298,182,0,2,299,3,293,7.141999999999999e-52,186,10
85924,hsa17s12g00332,ptr16s13g00399,0.35700000000000004,308,196,0,2,309,1,306,1.6019999999999999e-50,183,10
85926,hsa17s12g00332,ptr16s13g00397,0.363,300,189,0,2,301,1,298,2.186e-50,182,10
85931,hsa17s12g00332,ptr16s13g00401,0.363,299,189,0,2,300,1,297,4.0699999999999995e-50,181,10
85963,hsa17s12g00332,ptr16s13g00398,0.35100000000000003,299,192,0,2,300,1,297,2.031e-47,173,10
86707,hsa17s12g00022,ptr16s13g00027,0.868,787,101,0,1,763,1,787,0.0,1418,50
87210,hsa17s12g00121,ptr16s13g00142,0.982,277,5,0,1,277,1,277,3.2349999999999994e-187,576,50
87211,hsa17s12g00153,ptr16s13g00182,0.888,305,34,0,1,303,1,305,2.8929999999999985e-183,566,50
87230,hsa17s12g00251,ptr16s13g00669,0.909,482,44,0,1,482,1,482,5.106999999999997e-301,916,50
87238,hsa17s12g00283,ptr16s13g00634,0.873,71,9,0,1,71,1,71,1.1309999999999998e-36,131,50
87239,hsa17s12g00507,ptr16s13g00397,0.917,309,26,0,1,309,1,309,3.9049999999999986e-193,595,50
87240,hsa17s12g00507,ptr16s13g00396,0.7909999999999999,309,64,0,1,309,1,309,7.694999999999997e-161,501,25
87241,hsa17s12g00507,ptr16s13g00401,0.687,306,95,0,1,306,1,306,3.260999999999999e-133,422,25
87242,hsa17s12g00507,ptr16s13g00399,0.649,307,107,0,1,307,1,307,6.435999999999999e-124,395,25
87243,hsa17s12g00507,ptr16s13g00398,0.647,306,108,0,1,306,1,306,4.252e-123,392,25
87244,hsa17s12g00507,ptr16s13g00400,0.644,305,108,0,1,305,1,305,7.220999999999998e-122,389,10
87247,hsa17s12g00507,ptr16s13g00402,0.47100000000000003,302,159,0,2,303,4,305,1.1819999999999998e-77,261,10
87309,hsa17s12g00507,ptr16s13g00403,0.429,303,171,0,3,305,30,330,1.8869999999999997e-67,231,10
87474,hsa17s12g00507,ptr16s13g00567,0.382,300,183,0,3,302,5,301,3.0709999999999998e-55,196,10
87526,hsa17s12g00507,ptr16s13g00571,0.293,298,182,0,1,298,2,260,2.667e-33,132,10
87539,hsa17s12g00539,ptr16s13g00369,0.986,317,4,0,1,317,1,317,3.058999999999998e-216,662,50
88420,hsa17s12g00805,ptr16s13g00898,0.9990000000000001,586,1,0,1,586,1,586,0.0,1240,50
88445,hsa17s12g00745,ptr16s13g00828,0.915,407,35,0,1,407,1,407,1.810999999999999e-255,780,50
88472,hsa17s12g00777,ptr16s13g00870,0.99,452,5,0,1,452,1,452,3.699e-312,946,50
88473,hsa17s12g00777,ptr16s13g00734,0.591,454,184,0,1,451,31,484,1.561999999999999e-164,520,25
88910,hsa17s12g00399,ptr16s13g00506,0.878,97,12,0,1,97,1,97,2.37e-53,179,50
90699,hsa17s12g00117,ptr16s13g00138,0.971,162,5,0,2,163,12,173,1.3289999999999996e-105,334,50
90701,hsa17s12g00149,ptr16s13g00177,0.866,228,28,0,1,228,1,210,2.948999999999999e-131,411,50
90703,hsa17s12g00149,ptr16s13g00175,0.647,143,50,0,1,142,1,143,9.448e-53,185,25
90704,hsa17s12g00149,ptr16s13g00176,0.642,143,50,0,1,142,1,143,3.3169999999999995e-52,183,25
90723,hsa17s12g00629,ptr16s13g00275,1.0,161,0,0,32,192,25,185,1.4399999999999998e-108,344,50
92777,hsa17s12g00871,ptr16s13g00969,0.985,719,11,0,1,719,1,719,0.0,1496,50
92778,hsa17s12g00871,ptr16s13g00968,0.475,676,354,0,8,682,408,1083,1.6929999999999997e-182,586,25
92779,hsa17s12g00871,ptr16s13g00967,0.5660000000000001,328,142,0,340,667,4,331,1.8029999999999996e-104,357,25
92780,hsa17s12g00871,ptr16s13g01038,0.39,343,208,0,340,682,7,348,5.237e-62,229,25
92781,hsa17s12g00776,ptr16s13g00869,0.977,132,3,0,22,153,6,137,4.1229999999999997e-85,274,50
98021,hsa17s12g00068,ptr16s13g00080,0.977,282,6,0,1,282,1,282,1.4059999999999994e-189,583,50
98126,hsa17s12g00057,ptr16s13g00070,1.0,128,0,0,1,128,1,128,9.92e-87,277,50
98252,hsa17s12g00477,ptr16s13g00422,0.963,222,8,0,1,222,1,222,1.7419999999999993e-145,452,50
98257,hsa17s12g00477,ptr16s13g00421,0.34700000000000003,216,140,0,1,216,3,217,6.612e-32,124,25
98261,hsa17s12g00477,ptr16s13g00423,0.708,84,23,0,139,218,121,204,3.1439999999999997e-31,122,25
98919,hsa17s12g00055,ptr16s13g00066,0.9359999999999999,468,30,0,1,468,1,468,1.5679999999999993e-302,919,50
99252,hsa17s12g00575,ptr16s13g00334,0.966,56,2,0,22,77,1,56,1.359e-31,116,50
99253,hsa17s12g00607,ptr16s13g00303,0.978,271,6,0,1,271,1,271,3.886999999999999e-182,561,50
99963,hsa17s12g00243,ptr16s13g00682,0.914,750,64,0,14,763,4,753,0.0,1433,50
100086,hsa17s12g00182,ptr16s13g00213,0.929,665,47,0,1,665,1,665,0.0,1295,50
100090,hsa17s12g00182,ptr16s13g00786,0.336,326,191,0,19,307,27,352,2.2779999999999998e-45,177,25
100298,hsa17s12g00016,ptr16s13g00018,0.9229999999999999,621,47,0,1,617,1,621,0.0,1200,50
106206,hsa17s12g00568,ptr16s13g00341,0.955,121,5,0,1,121,1,121,9.118999999999998e-76,245,50
108595,hsa17s12g00577,ptr16s13g00332,0.978,325,7,0,1,325,40,364,8.978999999999996e-220,672,50
108616,hsa17s12g00609,ptr16s13g00301,0.965,1044,37,0,16,1059,76,1119,0.0,2121,50
108629,hsa17s12g00609,ptr16s13g00728,0.27699999999999997,328,233,0,59,386,64,386,1.1459999999999998e-30,132,25
109458,hsa17s12g00373,ptr16s13g00532,0.94,979,59,0,2,980,287,1265,0.0,1931,50
109460,hsa17s12g00405,ptr16s13g00498,0.902,321,31,0,1,317,1,321,8.345999999999996e-197,606,50
109901,hsa17s12g00307,ptr16s13g00270,0.294,298,207,0,43,336,151,448,2.931e-33,132,50
109910,hsa17s12g00307,ptr16s13g00435,0.32299999999999995,192,118,0,68,259,131,306,2.31e-22,100,25
110182,hsa17s12g00339,ptr16s13g00566,0.9840000000000001,142,2,0,1,142,1,142,2.7189999999999993e-93,297,50
110189,hsa17s12g00947,ptr16s13g01051,0.342,185,52,0,1,185,1,80,1.8240000000000001e-25,105,50
110330,hsa17s12g01001,ptr16s13g01108,0.813,126,23,0,1,126,1,124,6.972999999999998e-64,213,50
110331,hsa17s12g01033,ptr16s13g01148,0.682,123,38,0,1,123,1,122,2.858e-48,170,50
113022,hsa17s12g00937,ptr16s13g01041,0.9620000000000001,588,22,0,1,588,1,588,0.0,1191,50
113041,hsa17s12g00937,ptr16s13g00890,0.318,284,173,0,163,446,53,306,1.174e-34,142,25
113108,hsa17s12g00937,ptr16s13g00659,0.27699999999999997,287,198,0,171,445,96,382,2.417e-26,116,25
113119,hsa17s12g00937,ptr16s13g01011,0.27399999999999997,284,192,0,165,448,97,362,2.322e-25,113,25
113141,hsa17s12g00937,ptr16s13g00382,0.318,209,124,0,169,377,8,190,2.806e-23,106,25
113316,hsa17s12g00969,ptr16s13g01070,0.888,285,32,0,1,285,1,285,9.191999999999997e-171,529,50
115252,hsa17s12g00414,ptr16s13g00490,0.892,412,44,0,1,412,1,412,8.641999999999996e-251,767,50
115253,hsa17s12g00414,ptr16s13g00481,0.462,367,196,0,38,403,105,471,3.1449999999999994e-92,309,25
115254,hsa17s12g00414,ptr16s13g00462,0.47,349,184,0,48,396,56,404,3.0189999999999995e-89,300,25
115255,hsa17s12g00414,ptr16s13g00478,0.43700000000000006,377,208,0,38,407,126,502,2.3809999999999996e-87,295,25
115256,hsa17s12g00414,ptr16s13g00465,0.43700000000000006,374,209,0,38,411,186,557,2.1129999999999995e-86,292,25
115257,hsa17s12g00414,ptr16s13g00480,0.44799999999999995,359,195,0,53,407,133,491,1.3719999999999998e-85,289,10
115258,hsa17s12g00414,ptr16s13g00466,0.439,366,201,0,53,412,168,533,4.772999999999999e-85,288,10
115259,hsa17s12g00414,ptr16s13g00489,0.41600000000000004,393,225,0,21,407,26,418,6.518999999999999e-85,287,10
115260,hsa17s12g00414,ptr16s13g00467,0.436,364,202,0,53,412,153,516,2.0089999999999997e-83,283,10
115261,hsa17s12g00414,ptr16s13g00464,0.44,357,196,0,53,403,220,576,6.986999999999999e-83,282,10
115327,hsa17s12g00766,ptr16s13g00857,0.982,248,4,0,1,248,1,248,3.8909999999999985e-167,516,50
115338,hsa17s12g00798,ptr16s13g00891,0.8440000000000001,602,93,0,1,602,1,597,0.0,1051,50
117146,hsa17s12g00763,ptr16s13g00854,0.9440000000000001,610,34,0,1,610,1,610,0.0,1210,50
117150,hsa17s12g00795,ptr16s13g00887,0.89,240,26,0,1,234,1,240,2.6589999999999995e-143,447,50
117633,hsa17s12g00256,ptr16s13g00663,0.956,570,25,0,1,570,1,570,0.0,1146,50
121746,hsa17s12g00547,ptr16s13g00361,0.978,1202,26,0,1,1202,1,1198,0.0,2478,50
121750,hsa17s12g00579,ptr16s13g00331,0.847,1035,149,0,1,976,1,1035,0.0,1812,50
122398,hsa17s12g00248,ptr16s13g00674,0.9570000000000001,189,8,0,1,189,1,189,6.414999999999999e-122,382,50
122415,hsa17s12g00248,ptr16s13g00242,0.436,167,93,0,3,168,6,172,3.802e-35,132,25
122417,hsa17s12g00248,ptr16s13g00758,0.414,172,85,0,4,175,15,160,2.2459999999999997e-33,127,25
122418,hsa17s12g00248,ptr16s13g00706,0.406,163,72,0,1,163,1,123,4.159e-30,117,25
122426,hsa17s12g00248,ptr16s13g00550,0.384,160,97,0,5,163,8,167,1.4219999999999998e-26,107,25
122490,hsa17s12g00280,ptr16s13g00636,0.973,258,7,0,1,258,1,258,5.356999999999999e-172,531,50
127194,hsa17s12g00310,ptr16s13g00600,1.0,811,0,0,9,815,29,839,0.0,1773,50
127273,hsa17s12g00342,ptr16s13g00563,0.998,131,0,0,1,131,1,131,4.449999999999999e-87,278,50
128154,hsa17s12g00511,ptr16s13g00394,0.9520000000000001,1019,49,0,123,1141,27,1044,0.0,2040,50
128160,hsa17s12g00511,ptr16s13g00413,0.233,1059,772,0,30,1088,87,1093,3.8649999999999995e-84,306,25
128172,hsa17s12g00543,ptr16s13g00364,0.963,202,7,0,46,247,14,215,7.120999999999998e-131,411,50
128942,hsa17s12g00124,ptr16s13g00145,0.945,1482,81,0,1,1482,1,1482,0.0,2938,50
128943,hsa17s12g00124,ptr16s13g00144,0.718,1476,414,0,1,1476,1,1470,0.0,2130,25
128944,hsa17s12g00124,ptr16s13g00140,0.39799999999999996,1461,872,0,13,1473,5,1453,1.194e-310,994,25
128950,hsa17s12g00124,ptr16s13g00151,0.433,139,75,0,1331,1469,11,144,1.298e-23,109,25
128953,hsa17s12g00156,ptr16s13g00186,0.902,312,30,0,1,312,1,312,5.073999999999998e-191,589,50
128954,hsa17s12g00156,ptr16s13g00184,0.494,311,155,0,1,308,1,311,3.4849999999999994e-86,286,25
128955,hsa17s12g00156,ptr16s13g00185,0.45,309,167,0,1,304,1,309,3.3609999999999993e-74,251,25
128957,hsa17s12g00156,ptr16s13g00187,0.389,307,184,0,1,307,1,302,2.616e-58,205,25
128958,hsa17s12g00156,ptr16s13g00190,0.377,294,182,0,1,294,1,293,1.2699999999999999e-52,188,25
128959,hsa17s12g00156,ptr16s13g00196,0.354,312,199,0,1,312,1,309,1.354e-50,183,10
128960,hsa17s12g00156,ptr16s13g00194,0.36,303,191,0,1,303,1,300,2.522e-50,182,10
128961,hsa17s12g00156,ptr16s13g00195,0.365,292,183,0,11,302,11,299,2.2239999999999998e-49,179,10
128962,hsa17s12g00156,ptr16s13g00197,0.35700000000000004,302,192,0,11,312,11,309,2.2239999999999998e-49,179,10
128963,hsa17s12g00156,ptr16s13g00202,0.349,307,197,0,1,307,1,304,1.9599999999999998e-48,176,10
130584,hsa17s12g00949,ptr16s13g01052,0.937,930,58,0,1,924,1,930,0.0,1828,50
130587,hsa17s12g00981,ptr16s13g01083,0.8959999999999999,403,42,0,1,403,1,403,1.6099999999999994e-246,754,50
130751,hsa17s12g00062,ptr16s13g00075,0.94,1637,98,0,1,1630,1,1637,0.0,3228,50
130775,hsa17s12g00062,ptr16s13g01124,0.294,331,217,0,717,1047,1052,1360,9.11e-35,147,25
130815,hsa17s12g00094,ptr16s13g00107,0.963,115,4,0,1,115,84,198,1.8339999999999998e-72,235,50
131236,hsa17s12g00691,ptr16s13g00764,0.9690000000000001,172,5,0,161,332,1,172,5.179999999999999e-109,353,50
131247,hsa17s12g00723,ptr16s13g00798,0.973,190,5,0,1,190,1,190,3.463999999999999e-125,392,50
131979,hsa17s12g00218,ptr16s13g00254,0.511,173,46,0,2,97,467,639,3.797e-49,168,50
131992,hsa17s12g00250,ptr16s13g00670,0.8959999999999999,392,41,0,1,392,1,392,1.2579999999999992e-239,734,50
131996,hsa17s12g00506,ptr16s13g00398,0.905,312,30,0,1,312,1,312,7.658999999999997e-192,591,50
131997,hsa17s12g00506,ptr16s13g00401,0.6709999999999999,306,100,0,1,306,1,306,6.437e-129,409,25
131998,hsa17s12g00506,ptr16s13g00397,0.653,306,106,0,1,306,1,306,1.5219999999999996e-124,397,25
131999,hsa17s12g00506,ptr16s13g00396,0.627,306,114,0,1,306,1,306,5.510999999999999e-118,378,25
132000,hsa17s12g00506,ptr16s13g00400,0.632,296,109,0,10,305,10,305,5.582e-115,369,25
132001,hsa17s12g00506,ptr16s13g00399,0.61,308,120,0,1,308,1,308,1.4339999999999996e-114,368,10
132004,hsa17s12g00506,ptr16s13g00402,0.457,295,160,0,4,298,6,300,3.6889999999999986e-72,245,10
132033,hsa17s12g00506,ptr16s13g00403,0.42,302,173,0,4,305,31,330,5.886999999999999e-65,224,10
132238,hsa17s12g00506,ptr16s13g00567,0.364,293,183,0,4,296,6,293,2.2239999999999998e-49,179,10
132283,hsa17s12g00506,ptr16s13g00571,0.27699999999999997,292,182,0,7,298,8,260,9.529999999999999e-29,118,10
132354,hsa17s12g00320,ptr16s13g00586,0.9109999999999999,665,59,0,1,665,1,665,0.0,1266,50
132372,hsa17s12g00352,ptr16s13g00554,1.0,370,0,0,1,370,1,370,1.2189999999999994e-259,790,50
132380,hsa17s12g00352,ptr16s13g00014,0.505,298,147,0,64,361,54,350,1.0509999999999998e-83,282,25
132385,hsa17s12g00352,ptr16s13g00555,0.441,335,170,0,64,369,54,388,3.8569999999999993e-78,265,25
132816,hsa17s12g00126,ptr16s13g00154,0.9740000000000001,77,2,0,1,77,43,119,4.0289999999999995e-47,160,50
132829,hsa17s12g00158,ptr16s13g00187,0.9,307,31,0,1,307,1,307,1.9929999999999993e-187,578,50
132830,hsa17s12g00158,ptr16s13g00184,0.409,296,170,0,5,292,5,300,5.782999999999999e-61,213,25
132831,hsa17s12g00158,ptr16s13g00186,0.384,297,179,0,5,296,5,301,3.909e-55,196,25
132832,hsa17s12g00158,ptr16s13g00185,0.373,295,179,0,6,292,6,300,6.929999999999998e-52,186,25
132833,hsa17s12g00158,ptr16s13g00190,0.363,288,180,0,8,291,8,295,4.2169999999999995e-48,175,25
132835,hsa17s12g00158,ptr16s13g00192,0.35100000000000003,292,187,0,4,292,4,295,3.2689999999999997e-46,169,10
132836,hsa17s12g00158,ptr16s13g00204,0.34600000000000003,298,190,0,6,296,6,303,6.082999999999999e-46,169,10
132837,hsa17s12g00158,ptr16s13g00198,0.32799999999999996,291,194,0,8,296,8,298,1.4769999999999998e-40,153,10
132838,hsa17s12g00158,ptr16s13g00197,0.324,290,194,0,13,300,13,302,1.754e-39,150,10
132839,hsa17s12g00158,ptr16s13g00195,0.32299999999999995,287,192,0,13,297,13,299,1.5259999999999997e-38,147,10
132854,hsa17s12g00510,ptr16s13g00395,0.988,244,3,0,1,244,1,244,8.730999999999997e-165,511,50
132855,hsa17s12g00510,ptr16s13g00513,0.621,244,92,0,1,244,1,244,4.6149999999999994e-91,298,25
132856,hsa17s12g00542,ptr16s13g00365,0.9640000000000001,1076,39,0,1,1076,1,1076,0.0,2183,50
135281,hsa17s12g00009,ptr16s13g00011,0.91,418,37,0,1,418,1,417,1.0159999999999995e-260,796,50
135283,hsa17s12g00489,ptr16s13g00409,0.585,113,45,0,1,109,1,113,3.148e-35,130,50
136436,hsa17s12g00188,ptr16s13g00222,0.9440000000000001,357,20,0,1,357,1,357,7.522999999999996e-232,709,50
136437,hsa17s12g00188,ptr16s13g00223,0.456,324,175,0,17,340,12,334,2.6719999999999995e-79,268,25
136440,hsa17s12g00220,ptr16s13g00259,1.0,76,0,0,1,76,1,76,2.277e-50,169,50
136447,hsa17s12g00828,ptr16s13g00921,0.963,1068,39,0,1,1068,1,1068,0.0,2165,50
138228,hsa17s12g00381,ptr16s13g00522,0.851,515,70,0,1,474,1,515,2.6299999999999986e-298,908,50
138501,hsa17s12g00570,ptr16s13g00339,0.955,371,17,0,1,371,1,371,1.0549999999999997e-244,747,50
138503,hsa17s12g00602,ptr16s13g00307,0.987,276,4,0,1,276,26,301,1.1989999999999998e-187,577,50
138807,hsa17s12g00956,ptr16s13g01058,0.87,166,21,0,1,166,21,186,1.4139999999999997e-94,302,50
138808,hsa17s12g00988,ptr16s13g01090,0.9540000000000001,4532,208,0,1,4532,1,4532,-0.0,9076,50
140358,hsa17s12g00447,ptr16s13g00450,0.971,168,5,0,26,193,1,168,3.1159999999999996e-109,346,50
140641,hsa17s12g00479,ptr16s13g00419,0.937,176,11,0,1,176,1,176,5.858999999999999e-110,348,50
140643,hsa17s12g00479,ptr16s13g00298,0.619,184,68,0,1,184,86,265,3.143999999999999e-67,225,25
140663,hsa17s12g01023,ptr16s13g01138,0.88,888,104,0,50,937,17,884,0.0,1626,50
141034,hsa17s12g00572,ptr16s13g00337,0.965,847,30,0,1,847,1,847,0.0,1721,50
141040,hsa17s12g00572,ptr16s13g00359,0.19699999999999998,850,633,0,1,789,1,850,1.269e-43,173,25
141452,hsa17s12g00364,ptr16s13g00542,0.9590000000000001,238,10,0,1,238,1,238,1.4499999999999994e-155,482,50
141475,hsa17s12g00396,ptr16s13g00508,0.968,502,16,0,1,502,1,502,0.0,1025,50
144014,hsa17s12g00176,ptr16s13g00205,0.488,309,156,0,112,416,25,333,3.666e-82,279,50
144015,hsa17s12g00176,ptr16s13g00191,0.397,159,92,0,1,154,1,159,1.5179999999999998e-25,111,25
144213,hsa17s12g00411,ptr16s13g00492,0.9229999999999999,119,9,0,1,119,42,160,2.7889999999999993e-71,232,50
144216,hsa17s12g00635,ptr16s13g00269,0.96,1087,43,0,1,1087,1,1087,0.0,2196,50
144338,hsa17s12g00356,ptr16s13g00550,0.9540000000000001,183,8,0,1,183,1,183,1.6019999999999995e-117,369,50
144346,hsa17s12g00356,ptr16s13g00674,0.381,160,98,0,8,167,5,163,2.937e-26,106,25
144499,hsa17s12g00118,ptr16s13g00139,0.982,307,6,0,1,307,1,307,3.1199999999999987e-208,638,50
145927,hsa17s12g00298,ptr16s13g00615,0.97,1018,30,0,1,1018,1,1007,0.0,2080,50
146042,hsa17s12g00330,ptr16s13g00575,0.9640000000000001,288,10,0,1,288,1,288,1.4979999999999994e-190,586,50
146935,hsa17s12g00883,ptr16s13g00982,0.965,402,14,0,1,402,1,402,7.670999999999996e-269,818,50
146949,hsa17s12g00883,ptr16s13g00250,0.446,127,68,0,5,128,13,139,1.847e-23,104,25
146989,hsa17s12g00915,ptr16s13g01019,0.996,148,1,0,1,148,1,148,6.331999999999999e-99,314,50
148459,hsa17s12g00492,ptr16s13g00406,0.774,80,18,0,6,85,11,90,5.137e-36,129,50
148460,hsa17s12g00524,ptr16s13g00383,0.9420000000000001,668,39,0,1,668,1,668,0.0,1321,50
150018,hsa17s12g00108,ptr16s13g00125,0.9620000000000001,275,10,0,1,275,1,275,3.111999999999999e-181,558,50
150645,hsa17s12g00313,ptr16s13g00595,0.9420000000000001,396,23,0,1393,1788,1,396,2.589999999999999e-235,784,50
150979,hsa17s12g00306,ptr16s13g00604,0.9570000000000001,701,30,0,1,701,139,839,0.0,1412,50
150981,hsa17s12g00338,ptr16s13g00567,0.508,296,144,0,1,296,1,293,7.718e-85,282,50
150984,hsa17s12g00338,ptr16s13g00402,0.45,308,168,0,1,306,1,308,4.4219999999999985e-74,251,25
151036,hsa17s12g00338,ptr16s13g00403,0.415,304,177,0,4,307,29,332,3.701999999999999e-64,222,25
151037,hsa17s12g00338,ptr16s13g00396,0.41600000000000004,302,175,0,3,302,1,302,5.060999999999999e-64,222,25
151049,hsa17s12g00338,ptr16s13g00397,0.418,298,172,0,3,298,1,298,1.7669999999999997e-63,220,25
151114,hsa17s12g00338,ptr16s13g00399,0.397,304,182,0,5,307,3,306,8.141e-60,209,10
151128,hsa17s12g00338,ptr16s13g00401,0.40399999999999997,294,173,0,5,296,3,296,5.299999999999999e-59,207,10
151140,hsa17s12g00338,ptr16s13g00400,0.40700000000000003,287,168,0,12,296,10,296,3.448e-58,205,10
151220,hsa17s12g00338,ptr16s13g00398,0.37,294,183,0,5,296,3,296,7.024e-51,183,10
151254,hsa17s12g00338,ptr16s13g00571,0.3,303,186,0,3,305,2,267,1.113e-35,139,10
153196,hsa17s12g00180,ptr16s13g00210,0.91,431,39,0,1,431,1,431,4.4669999999999973e-269,821,50
153382,hsa17s12g00345,ptr16s13g00470,0.664,820,244,0,1,820,1,728,0.0,1079,50
153383,hsa17s12g00345,ptr16s13g00560,0.9570000000000001,304,13,0,517,820,1,304,1.2259999999999993e-190,614,25
153391,hsa17s12g00345,ptr16s13g00219,0.387,393,219,0,391,783,24,382,4.539999999999999e-71,259,25
153397,hsa17s12g00345,ptr16s13g00974,0.34299999999999997,378,227,0,402,779,107,453,1.838e-55,211,25
153404,hsa17s12g00345,ptr16s13g01085,0.315,377,249,0,392,768,8,372,2.227e-47,185,25
153413,hsa17s12g00345,ptr16s13g00452,0.285,391,233,0,390,780,24,350,9.525e-41,164,10
153420,hsa17s12g00345,ptr16s13g01126,0.254,375,264,0,425,779,232,606,3.511e-30,130,10
153476,hsa17s12g00284,ptr16s13g00632,0.903,230,22,0,138,367,1,230,9.491999999999998e-129,436,50
153477,hsa17s12g00284,ptr16s13g00814,0.33399999999999996,552,351,0,343,870,871,1422,1.1409999999999996e-81,294,25
153827,hsa17s12g00574,ptr16s13g00335,0.971,308,9,0,1,308,1,308,5.066999999999998e-206,632,50
154531,hsa17s12g00059,ptr16s13g00072,0.97,335,10,0,1,335,1,335,1.6979999999999992e-224,687,50
154540,hsa17s12g00699,ptr16s13g00772,0.9640000000000001,836,30,0,1,836,1,836,0.0,1697,50
154542,hsa17s12g00699,ptr16s13g00644,0.275,888,585,0,15,822,41,928,1.9169999999999998e-99,346,25
154543,hsa17s12g00699,ptr16s13g00784,0.28,807,546,0,13,819,18,777,4.325e-92,324,25
154545,hsa17s12g00731,ptr16s13g00809,0.873,165,21,0,1,165,537,701,2.5349999999999996e-94,301,50
155061,hsa17s12g00443,ptr16s13g00456,0.9890000000000001,442,5,0,1,442,1,442,1.0639999999999994e-304,924,50
156692,hsa17s12g00192,ptr16s13g00226,0.963,160,6,0,1,160,1,160,2.4109999999999996e-99,327,50
156695,hsa17s12g00224,ptr16s13g00699,0.95,291,15,0,1,291,1,291,2.147999999999999e-189,583,50
156696,hsa17s12g00224,ptr16s13g00697,0.8340000000000001,291,48,0,1,291,1,291,1.7949999999999993e-161,502,25
156697,hsa17s12g00224,ptr16s13g00698,0.872,244,31,0,48,291,1,244,3.193999999999999e-141,444,25
156698,hsa17s12g00224,ptr16s13g00265,0.589,281,115,0,9,289,26,306,5.580999999999999e-99,322,25
156699,hsa17s12g00224,ptr16s13g00696,0.547,258,115,0,23,280,14,267,4.218999999999999e-81,270,25
157631,hsa17s12g00814,ptr16s13g00907,0.938,139,9,0,1,139,1,139,2.2559999999999998e-85,276,50
157632,hsa17s12g00846,ptr16s13g00942,0.9690000000000001,304,9,0,1,304,1,304,8.097999999999998e-203,622,50
158358,hsa17s12g00429,ptr16s13g00475,0.872,511,65,0,1,511,1,511,5.396999999999998e-304,926,50
158359,hsa17s12g00429,ptr16s13g00474,0.693,482,146,0,1,475,1,482,6.852999999999997e-215,669,25
158360,hsa17s12g00429,ptr16s13g00477,0.6459999999999999,523,181,0,1,511,1,523,2.4099999999999987e-214,667,25
158361,hsa17s12g00429,ptr16s13g00476,0.621,529,193,0,1,511,1,529,3.7409999999999985e-206,644,25
158362,hsa17s12g00429,ptr16s13g00480,0.5589999999999999,499,209,0,2,475,19,517,7.923999999999997e-168,533,25
158363,hsa17s12g00429,ptr16s13g00465,0.557,494,205,0,10,473,83,576,2.245999999999999e-165,526,10
158364,hsa17s12g00429,ptr16s13g00478,0.6409999999999999,406,144,0,67,468,110,515,2.742999999999999e-161,514,10
158365,hsa17s12g00429,ptr16s13g00481,0.536,506,221,0,1,477,1,506,3.752999999999999e-161,513,10
158366,hsa17s12g00429,ptr16s13g00466,0.503,543,232,0,1,468,1,543,5.668999999999999e-159,507,10
158367,hsa17s12g00429,ptr16s13g00467,0.524,511,216,0,11,464,12,522,9.530999999999998e-158,503,10
